orden,intervencion_id,meeting_id,texto_repetido_training,reunion_en_training,prob_hawkish,prob_dovish,prob_neutral,pred,es_relevante_pred,score_pred
45,RPM-2009-06-16:2566:3,RPM-2009-06-16,False,True,0.0287181769720613,0.04892293902737884,0.9223588840005598,neutral,1,-0.02020476205531754
46,RPM-2015-07-14:6876:1,RPM-2015-07-14,False,True,0.0350862076511873,0.10676132004385092,0.8581524723049618,neutral,1,-0.07167511239266361
47,RPM-2012-10-18:5119:1,RPM-2012-10-18,False,True,0.024041967309172872,0.10926187421642844,0.8666961584743986,neutral,1,-0.08521990690725556
48,RPM-2010-05-13:3092:1,RPM-2010-05-13,False,True,0.03280763212322225,0.06825154770806481,0.8989408201687129,neutral,1,-0.03544391558484256
49,RPM-2012-08-16:5027:1,RPM-2012-08-16,False,True,0.1524166828175394,0.1356911151269254,0.7118922020555353,neutral,1,0.016725567690614007
50,RPM-2011-12-13:4476:3,RPM-2011-12-13,False,True,0.0,0.0,1.0,neutral,0,0.0
51,RPM-2013-10-17:5834:1,RPM-2013-10-17,False,True,0.0,0.0,1.0,neutral,0,0.0
52,RPM-2010-04-15:3067:3,RPM-2010-04-15,False,True,0.0,0.0,1.0,neutral,0,0.0
53,RPM-2010-06-15:3190:1,RPM-2010-06-15,False,True,0.038525612759833176,0.08128832470270121,0.8801860625374657,neutral,1,-0.042762711942868036
54,RPM-2014-05-15:6228:1,RPM-2014-05-15,False,True,0.2918688814580725,0.5078393042479471,0.2002918142939805,dovish,1,-0.2159704227898746
55,RPM-2006-12-14:1012:1,RPM-2006-12-14,False,True,0.0,0.0,1.0,neutral,0,0.0
56,RPM-2015-10-15:7063:1,RPM-2015-10-15,False,True,0.09206583233350782,0.13357606804175995,0.7743580996247322,neutral,1,-0.04151023570825213
57,RPM-2006-10-12:899:2,RPM-2006-10-12,False,True,0.0066162149196966205,0.011038519185313093,0.9823452658949904,neutral,1,-0.0044223042656164726
58,RPM-2015-10-15:7059:1,RPM-2015-10-15,False,True,0.1251551217925632,0.17966725039583534,0.6951776278116014,neutral,1,-0.05451212860327215
59,RPM-2012-01-12:4563:1,RPM-2012-01-12,False,True,0.0,0.0,1.0,neutral,0,0.0
60,RPM-2012-06-14:4874:1,RPM-2012-06-14,False,True,0.03399671588910941,0.03241827012011856,0.9335850139907721,neutral,1,0.001578445768990848
61,RPM-2006-08-10:790:1,RPM-2006-08-10,False,True,0.009988357013330212,0.011353013041998136,0.9786586299446716,neutral,1,-0.0013646560286679245
62,RPM-2010-09-16:3420:1,RPM-2010-09-16,False,True,0.009665275076930145,0.006692529100007353,0.9836421958230626,neutral,1,0.0029727459769227924
63,RPM-2009-01-08:2297:1,RPM-2009-01-08,False,True,0.5841898871103455,0.2981427410803671,0.11766737180928745,hawkish,1,0.2860471460299784
64,RPM-2007-12-13:1586:1,RPM-2007-12-13,False,True,0.03271290883857974,0.07705892007758951,0.8902281710838307,neutral,1,-0.04434601123900977
65,RPM-2015-04-16:6754:1,RPM-2015-04-16,False,True,0.17916522978509458,0.7557664041288,0.0650683660861055,dovish,1,-0.5766011743437054
66,RPM-2007-01-11:1052:1,RPM-2007-01-11,False,True,0.4625862006632226,0.43846573053193405,0.09894806880484336,hawkish,1,0.02412047013128854
67,RPM-2012-01-12:4568:1,RPM-2012-01-12,False,True,0.36960950873144105,0.5224858238509678,0.10790466741759111,dovish,1,-0.1528763151195267
68,RPM-2012-09-13:5051:1,RPM-2012-09-13,False,True,0.016232623854037842,0.04285044096347603,0.9409169351824862,neutral,1,-0.02661781710943819
69,RPM-2015-09-15:7032:1,RPM-2015-09-15,False,True,0.06795911507975286,0.10883761625073267,0.8232032686695144,neutral,1,-0.04087850117097981
70,RPM-2008-03-13:1718:6,RPM-2008-03-13,False,True,0.011775645558340025,0.04095325718891546,0.9472710972527444,neutral,1,-0.029177611630575435
71,RPM-2007-06-14:1308:1,RPM-2007-06-14,False,True,0.38839356181893653,0.3300667420944834,0.28153969608658014,hawkish,1,0.05832681972445314
72,RPM-2006-10-12:923:1,RPM-2006-10-12,False,True,0.11012791017183812,0.10630179895936666,0.7835702908687953,neutral,1,0.003826111212471464
73,RPM-2010-10-14:3441:1,RPM-2010-10-14,False,True,0.00942476407062943,0.021493104777213435,0.969082131152157,neutral,1,-0.012068340706584005
74,RPM-2006-06-15:678:1,RPM-2006-06-15,True,True,0.0,0.0,1.0,neutral,0,0.0
75,RPM-2007-01-11:1053:1,RPM-2007-01-11,False,True,0.6508009370605866,0.23827929806236106,0.11091976487705223,hawkish,1,0.4125216389982256
76,RPM-2011-12-13:4498:2,RPM-2011-12-13,False,True,0.013405127213893383,0.0330917292028601,0.9535031435832466,neutral,1,-0.019686601988966712
77,RPM-2009-05-07:2537:1,RPM-2009-05-07,False,True,0.017992894981246888,0.023285949289969347,0.9587211557287838,neutral,1,-0.005293054308722459
78,RPM-2014-11-18:6515:1,RPM-2014-11-18,False,True,0.2060651187438952,0.6871088757444513,0.10682600551165335,dovish,1,-0.4810437570005561
79,RPM-2006-06-15:732:1,RPM-2006-06-15,False,True,0.11588042309960339,0.6423070542689879,0.2418125226314087,dovish,1,-0.5264266311693846
80,RPM-2011-03-17:3827:1,RPM-2011-03-17,False,True,0.031770780759980785,0.049194283104785644,0.9190349361352336,neutral,1,-0.01742350234480486
81,RPM-2007-12-13:1609:1,RPM-2007-12-13,False,True,0.4062780223046898,0.1920091312351988,0.40171284646011124,hawkish,1,0.21426889106949099
82,RPM-2007-05-10:1231:2,RPM-2007-05-10,False,True,0.28670562387970727,0.32499192609011124,0.3883024500301815,neutral,1,-0.038286302210403966
83,RPM-2015-01-15:6594:2,RPM-2015-01-15,False,True,0.10456721991493376,0.7739728451408725,0.1214599349441937,dovish,1,-0.6694056252259387
84,RPM-2009-04-09:2478:3,RPM-2009-04-09,False,True,0.04081263474910113,0.07836727394922878,0.88082009130167,neutral,1,-0.03755463920012765
85,RPM-2008-09-04:2085:3,RPM-2008-09-04,False,True,0.0,0.0,1.0,neutral,0,0.0
86,RPM-2011-06-14:4100:1,RPM-2011-06-14,False,True,0.051536842340395926,0.04297860896973458,0.9054845486898695,neutral,1,0.008558233370661347
87,RPM-2006-12-14:996:1,RPM-2006-12-14,False,True,0.01395084201516724,0.011933926409769053,0.9741152315750637,neutral,1,0.0020169156053981875
88,RPM-2014-02-18:6039:1,RPM-2014-02-18,False,True,0.0,0.0,1.0,neutral,0,0.0
89,RPM-2010-05-13:3082:1,RPM-2010-05-13,False,True,0.10281967106161513,0.08478609070933389,0.8123942382290509,neutral,1,0.01803358035228124
90,RPM-2006-12-14:997:1,RPM-2006-12-14,False,True,0.01049513050135979,0.016670350775738342,0.9728345187229018,neutral,1,-0.0061752202743785515
91,RPM-2007-03-15:1126:1,RPM-2007-03-15,False,True,0.0,0.0,1.0,neutral,0,0.0
92,RPM-2014-12-11:6519:1,RPM-2014-12-11,False,True,0.0,0.0,1.0,neutral,0,0.0
93,RPM-2013-09-12:5784:1,RPM-2013-09-12,False,True,0.009361782553087377,0.030631862301867076,0.9600063551450456,neutral,1,-0.0212700797487797
94,RPM-2006-05-11:663:4,RPM-2006-05-11,False,True,0.03057280994652053,0.0247412467607989,0.9446859432926805,neutral,1,0.0058315631857216305
95,RPM-2014-05-15:6203:1,RPM-2014-05-15,False,True,0.010405219354897768,0.014153844929113217,0.975440935715989,neutral,1,-0.0037486255742154497
96,RPM-2007-10-11:1481:2,RPM-2007-10-11,False,True,0.05679832364192694,0.039177323286831434,0.9040243530712417,neutral,1,0.017621000355095506
97,RPM-2010-09-16:3377:1,RPM-2010-09-16,False,True,0.028770313392761274,0.028912728461439805,0.942316958145799,neutral,1,-0.00014241506867853151
98,RPM-2007-09-13:1435:1,RPM-2007-09-13,True,True,0.0,0.0,1.0,neutral,0,0.0
99,RPM-2007-07-12:1344:1,RPM-2007-07-12,False,True,0.38318541249618077,0.3809956014617321,0.23581898604208718,hawkish,1,0.002189811034448652
100,RPM-2013-07-11:5699:2,RPM-2013-07-11,True,True,0.016648767131262808,0.6039842363725486,0.37936699649618866,dovish,1,-0.5873354692412858
101,RPM-2008-09-04:2092:1,RPM-2008-09-04,False,True,0.8859786851267957,0.07632823832855487,0.037693076544649526,hawkish,1,0.8096504467982408
102,RPM-2008-10-09:2107:3,RPM-2008-10-09,False,True,0.011965843879233657,0.0632251099299902,0.9248090461907761,neutral,1,-0.05125926605075654
103,RPM-2007-11-13:1521:1,RPM-2007-11-13,False,True,0.0,0.0,1.0,neutral,0,0.0
104,RPM-2015-06-11:6845:1,RPM-2015-06-11,False,True,0.01951918607032709,0.07715702803392487,0.903323785895748,neutral,1,-0.05763784196359778
105,RPM-2014-06-12:6246:1,RPM-2014-06-12,False,True,0.05906942847377388,0.11304096356209517,0.8278896079641309,neutral,1,-0.05397153508832129
106,RPM-2008-12-11:2241:1,RPM-2008-12-11,False,True,0.3637125173291841,0.5105333862814008,0.12575409638941507,dovish,1,-0.1468208689522167
107,RPM-2012-07-12:4973:3,RPM-2012-07-12,False,True,0.1641650436772714,0.6348485532945695,0.20098640302815923,dovish,1,-0.4706835096172981
108,RPM-2011-06-14:4112:1,RPM-2011-06-14,False,True,0.6643595403607793,0.2536361104014973,0.08200434923772354,hawkish,1,0.41072342995928196
109,RPM-2008-04-10:1752:1,RPM-2008-04-10,False,True,0.005350857398451033,0.011914511348463074,0.9827346312530859,neutral,1,-0.00656365395001204
110,RPM-2009-04-09:2447:5,RPM-2009-04-09,False,True,0.01646670433636123,0.12197817386135361,0.8615551218022852,neutral,1,-0.10551146952499238
111,RPM-2007-09-13:1449:3,RPM-2007-09-13,False,True,0.02033723006641648,0.05365994557370269,0.9260028243598809,neutral,1,-0.03332271550728621
112,RPM-2015-07-14:6915:1,RPM-2015-07-14,False,True,0.0,0.0,1.0,neutral,0,0.0
113,RPM-2005-08-11:361:1,RPM-2005-08-11,False,True,0.815259561754024,0.13262551594139035,0.05211492230458562,hawkish,1,0.6826340458126336
114,RPM-2014-08-14:6367:1,RPM-2014-08-14,False,True,0.011177842924235218,0.04790749052673421,0.9409146665490307,neutral,1,-0.03672964760249899
115,RPM-2013-02-14:5363:1,RPM-2013-02-14,False,True,0.007034005740850908,0.029169596464389474,0.9637963977947596,neutral,1,-0.022135590723538566
116,RPM-2008-01-10:1633:2,RPM-2008-01-10,False,True,0.40491938732662824,0.31920272167945735,0.27587789099391435,hawkish,1,0.0857166656471709
117,RPM-2008-06-10:1912:1,RPM-2008-06-10,False,True,0.848489918887534,0.12750003030697665,0.024010050805489316,hawkish,1,0.7209898885805573
118,RPM-2010-04-15:3029:2,RPM-2010-04-15,False,True,0.06811871294306872,0.08366710293341902,0.8482141841235122,neutral,1,-0.015548389990350298
119,RPM-2010-01-14:2880:1,RPM-2010-01-14,False,True,0.0580768985481687,0.21088269474730467,0.7310404067045266,neutral,1,-0.15280579619913598
120,RPM-2014-05-15:6220:2,RPM-2014-05-15,True,True,0.0,0.0,1.0,neutral,0,0.0
121,RPM-2013-08-13:5705:1,RPM-2013-08-13,False,True,0.02008187930292422,0.09363723109076177,0.886280889606314,neutral,1,-0.07355535178783755
122,RPM-2011-04-12:3944:1,RPM-2011-04-12,False,True,0.01727577190336943,0.006526399177358444,0.9761978289192721,neutral,1,0.010749372726010986
123,RPM-2011-01-13:3711:1,RPM-2011-01-13,False,True,0.557810458639406,0.3698200677909223,0.0723694735696716,hawkish,1,0.18799039084848373
124,RPM-2008-06-10:1884:1,RPM-2008-06-10,False,True,0.05404004364362406,0.12463330582045581,0.82132665053592,neutral,1,-0.07059326217683176
125,RPM-2015-12-17:7182:1,RPM-2015-12-17,False,True,0.0407480957902155,0.05967790493276953,0.899573999277015,neutral,1,-0.01892980914255403
126,RPM-2014-09-11:6438:2,RPM-2014-09-11,False,True,0.10717020987237907,0.7183925348432919,0.17443725528432896,dovish,1,-0.6112223249709128
127,RPM-2011-01-13:3652:1,RPM-2011-01-13,False,True,0.06075617507551486,0.0720890282664304,0.8671547966580546,neutral,1,-0.011332853190915544
128,RPM-2011-07-14:4174:1,RPM-2011-07-14,False,True,0.024260398534783983,0.04690394393569115,0.9288356575295249,neutral,1,-0.02264354540090717
129,RPM-2010-03-18:3011:3,RPM-2010-03-18,False,True,0.34681206864549297,0.36159513598044607,0.291592795374061,dovish,1,-0.014783067334953104
130,RPM-2009-12-15:2826:3,RPM-2009-12-15,False,True,0.037621226129796674,0.03195519085512947,0.9304235830150739,neutral,1,0.0056660352746672055
131,RPM-2015-12-17:7196:1,RPM-2015-12-17,False,True,0.019799725782848956,0.05493659790463878,0.9252636763125123,neutral,1,-0.03513687212178982
132,RPM-2008-07-10:1923:5,RPM-2008-07-10,False,True,0.01126393243986026,0.017504789621085672,0.9712312779390541,neutral,1,-0.006240857181225412
133,RPM-2015-03-19:6688:1,RPM-2015-03-19,True,True,0.0,0.0,1.0,neutral,0,0.0
134,RPM-2012-02-14:4609:1,RPM-2012-02-14,False,True,0.012230315099495315,0.06946944754875836,0.9183002373517464,neutral,1,-0.05723913244926305
135,RPM-2006-06-15:707:1,RPM-2006-06-15,False,True,0.03888226337856067,0.03838367827475204,0.9227340583466874,neutral,1,0.0004985851038086311
136,RPM-2010-07-15:3261:1,RPM-2010-07-15,False,True,0.049623189113105766,0.096526178673231,0.8538506322136632,neutral,1,-0.04690298956012524
137,RPM-2013-08-13:5749:1,RPM-2013-08-13,True,True,0.0,0.0,1.0,neutral,0,0.0
138,RPM-2007-03-15:1160:1,RPM-2007-03-15,False,True,0.5428961601177881,0.2616211837480353,0.19548265613417673,hawkish,1,0.2812749763697528
139,RPM-2010-12-16:3623:1,RPM-2010-12-16,False,True,0.010881413757391083,0.032387882131523334,0.9567307041110856,neutral,1,-0.02150646837413225
140,RPM-2009-03-12:2407:1,RPM-2009-03-12,False,True,0.030233663907480716,0.04145830656009915,0.9283080295324201,neutral,1,-0.011224642652618431
141,RPM-2006-11-16:986:1,RPM-2006-11-16,False,True,0.34352169191067156,0.42525573311763304,0.23122257497169546,dovish,1,-0.08173404120696148
142,RPM-2015-10-15:7065:1,RPM-2015-10-15,False,True,0.009002158439587018,0.029805521485207376,0.9611923200752057,neutral,1,-0.02080336304562036
143,RPM-2014-04-17:6150:1,RPM-2014-04-17,False,True,0.12879758112136824,0.1143445588533325,0.7568578600252993,neutral,1,0.014453022268035742
144,RPM-2011-01-13:3692:1,RPM-2011-01-13,False,True,0.06485679524713625,0.045623958522787056,0.8895192462300767,neutral,1,0.019232836724349195
145,RPM-2010-03-18:2981:2,RPM-2010-03-18,False,True,0.02322138901977928,0.039934427093279844,0.9368441838869408,neutral,1,-0.016713038073500563
146,RPM-2009-08-13:2662:4,RPM-2009-08-13,False,True,0.060327785871485004,0.08891859318497398,0.8507536209435409,neutral,1,-0.02859080731348898
147,RPM-2014-07-15:6336:1,RPM-2014-07-15,False,True,0.21231386241710673,0.4218808954782004,0.36580524210469284,dovish,1,-0.20956703306109367
148,RPM-2015-09-15:7009:1,RPM-2015-09-15,False,True,0.030826193369039606,0.037106309059666796,0.9320674975712936,neutral,1,-0.00628011569062719
149,RPM-2010-05-13:3120:2,RPM-2010-05-13,False,True,0.4328263031175711,0.3128297596350088,0.2543439372474201,hawkish,1,0.11999654348256228
150,RPM-2009-01-08:2293:2,RPM-2009-01-08,False,True,0.4185612942206936,0.5102087622592837,0.07122994352002279,dovish,1,-0.09164746803859009
151,RPM-2008-12-11:2199:1,RPM-2008-12-11,False,True,0.12495762533285905,0.15845152332164095,0.7165908513455,neutral,1,-0.0334938979887819
152,RPM-2008-07-10:1971:1,RPM-2008-07-10,False,True,0.7126167458003962,0.23171513344596897,0.055668120753634906,hawkish,1,0.4809016123544273
153,RPM-2008-07-10:1947:1,RPM-2008-07-10,False,True,0.03563458445730929,0.04617162135114483,0.9181937941915459,neutral,1,-0.01053703689383554
154,RPM-2011-10-13:4383:1,RPM-2011-10-13,False,True,0.018900247007281195,0.07012935489465831,0.9109703980980605,neutral,1,-0.05122910788737711
155,RPM-2005-09-08:379:1,RPM-2005-09-08,False,True,0.05525825092505389,0.062283254470443056,0.8824584946045031,neutral,1,-0.007025003545389166
156,RPM-2015-01-15:6573:1,RPM-2015-01-15,False,True,0.01687945750133674,0.02782990022172013,0.955290642276943,neutral,1,-0.01095044272038339
157,RPM-2009-07-09:2607:1,RPM-2009-07-09,False,True,0.024515229568808646,0.06715358031050755,0.9083311901206838,neutral,1,-0.04263835074169891
158,RPM-2015-12-17:7170:1,RPM-2015-12-17,False,True,0.005852453147174671,0.04334955283960744,0.9507979940132179,neutral,1,-0.03749709969243277
159,RPM-2015-05-14:6806:2,RPM-2015-05-14,False,True,0.016648767131262808,0.6039842363725486,0.37936699649618866,dovish,1,-0.5873354692412858
160,RPM-2006-02-09:591:1,RPM-2006-02-09,False,True,0.753392509421463,0.2064421150044318,0.040165375574105225,hawkish,1,0.5469503944170312
161,RPM-2007-12-13:1573:1,RPM-2007-12-13,False,True,0.04844528781322003,0.0586745018831462,0.8928802103036337,neutral,1,-0.01022921406992617
162,RPM-2009-05-07:2509:1,RPM-2009-05-07,False,True,0.026921478270483756,0.06481196622431598,0.9082665555052002,neutral,1,-0.03789048795383222
163,RPM-2013-03-14:5401:1,RPM-2013-03-14,False,True,0.0,0.0,1.0,neutral,0,0.0
164,RPM-2009-12-15:2833:1,RPM-2009-12-15,False,True,0.2079638479076185,0.47358000071059053,0.3184561513817909,dovish,1,-0.265616152802972
165,RPM-2007-04-12:1170:1,RPM-2007-04-12,False,True,0.0,0.0,1.0,neutral,0,0.0
166,RPM-2014-04-17:6121:1,RPM-2014-04-17,False,True,0.01760498148375344,0.010593747126703157,0.9718012713895434,neutral,1,0.007011234357050282
167,RPM-2013-07-11:5649:1,RPM-2013-07-11,False,True,0.0354653721453918,0.086750488188061,0.8777841396665473,neutral,1,-0.0512851160426692
168,RPM-2014-06-12:6270:1,RPM-2014-06-12,False,True,0.029268441718884642,0.017739167786591667,0.9529923904945237,neutral,1,0.011529273932292975
169,RPM-2007-03-15:1114:1,RPM-2007-03-15,False,True,0.031889339788828124,0.07038828667980562,0.8977223735313663,neutral,1,-0.0384989468909775
170,RPM-2015-09-15:6985:1,RPM-2015-09-15,False,True,0.013474279121483097,0.01755154898063524,0.9689741718978817,neutral,1,-0.004077269859152143
171,RPM-2014-05-15:6208:1,RPM-2014-05-15,False,True,0.028282910804231273,0.05077742932405647,0.9209396598717122,neutral,1,-0.022494518519825195
172,RPM-2005-08-11:343:1,RPM-2005-08-11,False,True,0.0700678229455659,0.14157947559888115,0.7883527014555529,neutral,1,-0.07151165265331524
173,RPM-2007-06-14:1308:2,RPM-2007-06-14,False,True,0.540307842181604,0.3315751999590101,0.128116957859386,hawkish,1,0.2087326422225939
174,RPM-2010-02-11:2903:1,RPM-2010-02-11,False,True,0.03413666008914631,0.06375054217674565,0.9021127977341079,neutral,1,-0.029613882087599346
175,RPM-2005-09-08:386:1,RPM-2005-09-08,False,True,0.017066107640700903,0.09917771572685549,0.8837561766324435,neutral,1,-0.08211160808615459
176,RPM-2008-07-10:1946:2,RPM-2008-07-10,False,True,0.01745040577634919,0.026793330729626433,0.9557562634940244,neutral,1,-0.009342924953277244
177,RPM-2006-01-12:528:1,RPM-2006-01-12,False,True,0.0,0.0,1.0,neutral,0,0.0
178,RPM-2015-08-13:6940:1,RPM-2015-08-13,False,True,0.018542371477593297,0.08160924876716039,0.8998483797552462,neutral,1,-0.06306687728956709
179,RPM-2006-12-14:991:1,RPM-2006-12-14,False,True,0.0804899735488426,0.10368796482454508,0.8158220616266123,neutral,1,-0.023197991275702476
180,RPM-2009-12-15:2838:1,RPM-2009-12-15,False,True,0.5661407761582319,0.31646762729213973,0.11739159654962839,hawkish,1,0.24967314886609215
181,RPM-2009-11-12:2772:1,RPM-2009-11-12,False,True,0.038683206886621066,0.020344619201709577,0.9409721739116693,neutral,1,0.01833858768491149
182,RPM-2008-08-14:2012:1,RPM-2008-08-14,False,True,0.00833167832349705,0.011997550403766329,0.9796707712727366,neutral,1,-0.003665872080269278
183,RPM-2011-06-14:4117:1,RPM-2011-06-14,False,True,0.8185374843006177,0.16778501603332663,0.013677499666055675,hawkish,1,0.650752468267291
184,RPM-2006-01-12:561:1,RPM-2006-01-12,False,True,0.2535144033277024,0.3774203777539867,0.36906521891831096,dovish,1,-0.12390597442628426
185,RPM-2007-02-08:1065:2,RPM-2007-02-08,False,True,0.10702946570320108,0.19444590473826284,0.6985246295585361,neutral,1,-0.08741643903506176
186,RPM-2007-05-10:1227:3,RPM-2007-05-10,False,True,0.01309114166903778,0.08957197258720216,0.89733688574376,neutral,1,-0.07648083091816438
187,RPM-2013-10-17:5845:1,RPM-2013-10-17,False,True,0.34113443457799963,0.27606329603235025,0.38280226938965006,neutral,1,0.06507113854564939
188,RPM-2011-04-12:3901:1,RPM-2011-04-12,False,True,0.0568652606989897,0.1905454953091229,0.7525892439918874,neutral,1,-0.1336802346101332
189,RPM-2008-01-10:1634:1,RPM-2008-01-10,False,True,0.7491809752964517,0.19263941812500665,0.058179606578541786,hawkish,1,0.556541557171445
190,RPM-2005-09-08:376:1,RPM-2005-09-08,False,True,0.025712328667241942,0.03367173218179593,0.9406159391509621,neutral,1,-0.007959403514553987
