intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2006-09-07:867:1,data/etiquetas/etiquetas_r13_tanda09.csv,Rodrigo Valdés Pulido,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,un sesgo claro para la política,El staff justifica mantener y declara que no hay sesgo claro; la trayectoria condicional del escenario no es una preferencia expansiva.,f750b50c3d202ebdbeea423112eb0f9b28731be01c387b5bee1ad7cb04453ce5,8038
RPM-2006-10-12:922:1,data/etiquetas/etiquetas_r13_tanda09.csv,Vittorio Corbo Lioi,neutral,1,neutral,1,neutral,1,compatible,alta,se está viendo la inflación algo por debajo de lo proyectado,Compatible con N: lectura de coyuntura: actividad débil e inflación bajo lo proyectado. La unidad no adopta ni respalda una dirección monetaria propia.,c3e48018f118b46c31b6ef757565842da2cc355e7016bbf35c9ddad998549c2e,450
RPM-2006-10-12:936:1,data/etiquetas/etiquetas_r13_tanda09.csv,Andrés Velasco Brañes,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,mantención de las tasas actuales,Retirar el sesgo al alza para comunicar mantención elimina dirección; no equivale por sí solo a respaldar una baja o mayor estímulo.,d849c26c491cdfbc2a0c9f257d8ab82b050e8ef34afb29c7befee624a36fd300,3246
RPM-2006-11-16:975:2,data/etiquetas/etiquetas_r13_tanda09.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Formalidad o trámite sin contenido monetario evaluable en la unidad; N y relevancia0 compatibles con v3.,2a0bc0d39868715e5a96deea83990e1c30b7468d8f012354345be2ccdeb92cbe,159
RPM-2006-11-16:976:1,data/etiquetas/etiquetas_r13_tanda09.csv,Rodrigo Valdés Pulido,dovish,1,neutral,1,neutral,1,compatible,alta,se ha vuelto más incierto,Descarta subir y bajar hoy y propone revisar un sesgo cuyo signo es incierto. No existe orientación D respaldada.,d9b95a6fa8211c818c755caf9e69fcec4d3a665d5aa7b304603bde0732241cfb,6760
RPM-2006-11-16:984:1,data/etiquetas/etiquetas_r13_tanda09.csv,Jorge Desormeaux Jiménez,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,cualquiera sea su dirección,Vota mantener y busca preservar maniobra en cualquier dirección; desenfatizar el signo no es sostener una orientación expansiva.,dd0cd936b781347da4fb3a0a6db54576a89a2eb3d45ca2e6d9f4657c08c0e857,3316
RPM-2006-12-14:1001:1,data/etiquetas/etiquetas_r13_tanda09.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,"el mercado, al esperar baja de tasa, puede haber generado esta depreciación reciente",Compatible con N: interpretación de la Reserva Federal: expectativa de baja y depreciación. La unidad no adopta ni respalda una dirección monetaria propia.,c1b0c9320e0f382dce2907786f22e81ac264bb9d1412692fdcbb569d3c4b5eda,429
RPM-2007-01-11:1058:1,data/etiquetas/etiquetas_r13_tanda09.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Formalidad o trámite sin contenido monetario evaluable en la unidad; N y relevancia0 compatibles con v3.,716a3bc53761681ca597989bbcc7f5e33263493e11a361a64d3b6d03379214f2,83
RPM-2007-02-08:1066:1,data/etiquetas/etiquetas_r13_tanda09.csv,Vittorio Corbo Lioi,neutral,1,neutral,1,neutral,1,compatible,alta,a lo mejor hay otros factores importantes que están influyendo en el precio,"Compatible con N: diagnóstico del precio del petróleo (restricción OPEP, clima). La unidad no adopta ni respalda una dirección monetaria propia.",02e9914e339608816ddcbecff35e73e165990da77476c86a11aad69846ae5e9d,679
RPM-2007-03-15:1149:1,data/etiquetas/etiquetas_r13_tanda09.csv,Andrés Velasco Brañes,dovish,1,dovish,1,dovish,1,compatible,media,es de actuar de modo simétrico hacia arriba o por debajo del 3%,Respalda explícitamente mayor impulso monetario: D.,308171d02622ce3ac9af8b4f976fb44bb77f52d196eb494e9e84352a46af1d05,1620
RPM-2007-04-12:1209:4,data/etiquetas/etiquetas_r13_tanda09.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,"las opciones más plausibles para esta reunión son disminuir la Tasa de Política Monetaria en 25 puntos base, o mantenerla en su nivel actual","Compatible con N: opciones del staff (abr-2007): -25 o mantener, sin recomendación explícita. La unidad no adopta ni respalda una dirección monetaria propia.",8d63e9ac531052daf7e949ba1b8784e17c59061c0dcda3e194fe728a1d95c394,8709
RPM-2007-04-12:1214:1,data/etiquetas/etiquetas_r13_tanda09.csv,Andrés Velasco Brañes,neutral,1,neutral,1,dovish,1,cambio_etiqueta,media,"a su parecer, se trataría más o menos del mismo juicio anterior y por tanto, si el argumento es a favor de la mantención, por lo menos extrañaría algunos elementos adicionales","Hace propio el juicio previo de que podía requerirse mayor impulso y cuestiona que exista fundamento adicional para mantener; orientación D implícita, no mero diagnóstico.",64f2c38154026cdb118b4c53fe8880687e5060f91a7e4a53ecb6ae7f9886eb9a,3589
RPM-2007-05-10:1260:1,data/etiquetas/etiquetas_r13_tanda09.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,la decisión más adecuada es mantener la Tasa de Política Monetaria en 5%,Compatible con N: vota mantener: antecedentes en ambas direcciones tras quitar sesgo a la baja. La unidad no adopta ni respalda una dirección monetaria propia.,3d04c40c21b43c665da2ca8d943eafe5b072d07ec911316a6efe766f9bc46366,3881
RPM-2007-08-09:1367:2,data/etiquetas/etiquetas_r13_tanda09.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,se debió haber pensado en la posibilidad de una baja de un punto a lo menos con respecto de la tasa neutral,Compatible con N: consulta metodológica: desempleo bajo vs tasa neutral y medición de brecha. La unidad no adopta ni respalda una dirección monetaria propia.,d5ad0e3b5ad038854f9b46d069cee1457510d6ca47a5a62ce98cd550aa0be30a,486
RPM-2007-08-09:1387:1,data/etiquetas/etiquetas_r13_tanda09.csv,Rodrigo Valdés Pulido,hawkish,1,hawkish,1,hawkish,1,compatible,alta,un aumento de 25 puntos base y reforzar el sesgo de las últimas reuniones,Recomendación explícita de alza de 25 pb: H; preferir 25 frente a 50 no cambia el signo.,30a93d18c0a66c955e389bae483824e54a49e90bc22671d87e34b9ac4a3e703d,9821
RPM-2007-08-09:1402:1,data/etiquetas/etiquetas_r13_tanda09.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"acordó aumentar la tasa de interés de política monetaria en 25 puntos base a 5,5% anual",Acuerdo institucional de alza de 25 pb y necesidad de aumentos posteriores: H.,7ae60a412812f19fe6404342c741fda276da66eeac6794ca6ad289cb874230fa,2813
RPM-2007-09-13:1415:1,data/etiquetas/etiquetas_r13_tanda09.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,cuando se incluya habrá comunicacionalmente un alza en el spread completamente predecible y explicable,Compatible con N: técnica: bono Codelco y su efecto medible en el EMBI. La unidad no adopta ni respalda una dirección monetaria propia.,e0470175e204e2d1b8a3f720182aeb8e3a4c23837ecb06428ad1472cecc8b639,711
RPM-2007-09-13:1465:1,data/etiquetas/etiquetas_r13_tanda09.csv,Manuel Marfán Lewis,hawkish,1,hawkish,1,hawkish,1,compatible,alta,vota por elevar la tasa de política en 25 puntos base,Voto explícito de alza de 25 pb: H; eliminar un sesgo futuro no revierte la acción actual.,4dfce8db232c51cc2ed2ee526e03f6a8ea99bd49401ca47deb57cd560b630bca,4337
RPM-2007-12-13:1596:2,data/etiquetas/etiquetas_r13_tanda09.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,"los métodos no están haciendo un buen trabajo, limpiando los componentes de días estacionales",Compatible con N: metodología: volatilidad irregular de la demanda interna. La unidad no adopta ni respalda una dirección monetaria propia.,acfe3503fe31f7793e7ed982e94c1ff410a1fb998c6883b1d468bf62eb423b7e,1403
RPM-2007-12-13:1602:1,data/etiquetas/etiquetas_r13_tanda09.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,las opciones que parecen plausibles son mantener la Tasa de Política Monetaria en su nivel actual,Compatible con N: opciones del staff (dic-2007): mantener o +25; sesgo neutro previo; prudente esperar al IPoM. La unidad no adopta ni respalda una dirección monetaria propia.,54b962c0a926f3b9742d3cf2ed308e448f849e7dbf56b700d86a52b53e650c3f,14172
RPM-2007-01-11:1043:1,data/etiquetas/etiquetas_r14_tanda10.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,las proyecciones están construidas mecánicamente con una regla de política que incluye una baja de tasas de entre 50 y 55 puntos base en los próximos meses,Compatible con N: explica supuestos clave de las proyecciones (regla mecánica con bajas próximas). La unidad no adopta ni respalda una dirección monetaria propia.,5f53cd9d00ca62b423938189bbbdb573ce59c93fa15e656f2169a7e6f3a436fa,2067
RPM-2007-01-11:1045:1,data/etiquetas/etiquetas_r14_tanda10.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,las cifras de desempleo del INE desde el punto de vista nacional son una muy buena noticia,Compatible con N: defiende la medición del INE; no hay antecedentes de sesgo en el desempleo. La unidad no adopta ni respalda una dirección monetaria propia.,e0db97f2493ef6371ee06aa834a53365b9dce1399c0b390d3041bcde5d2c0ff4,891
RPM-2007-01-11:1054:1,data/etiquetas/etiquetas_r14_tanda10.csv,Jorge Desormeaux Jiménez,hawkish,1,hawkish,1,dovish,1,cambio_etiqueta,media,se requiere de una menor tasa de política monetaria para compensar la caída de la inflación proyectada y entregar un leve mayor estímulo real a la economía,"Aunque posterga el recorte, reconoce y prepara una reducción futura justificada. Bajo la regla propuesta, esperar para bajar luego puede ser D, no H por oponerse al recorte inmediato.",e6593470c951944344886fd880bae2bd172edc6bb13ff65205758f4b5815f295,3820
RPM-2007-02-08:1090:4,data/etiquetas/etiquetas_r14_tanda10.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,parecería más adecuado mantener el sesgo neutral,Compatible con N: opciones del staff (feb-2007): -25 o mantener sin inclinación; expectativa unánime de mantención. La unidad no adopta ni respalda una dirección monetaria propia.,8afda4a81d781cbb33968bd3685450ea57e0298e15ac6ed31f2753a284ca0938,7838
RPM-2007-02-08:1102:1,data/etiquetas/etiquetas_r14_tanda10.csv,Vittorio Corbo Lioi,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,alta,El Comunicado debiese ser en un lenguaje neutral parecido al de enero y que cualquier discusión con respecto al curso futuro se dejará para la Minuta.,Vota mantener y pide explícitamente lenguaje neutral sin curso futuro. Mantener frente a una alternativa de recorte no basta para H.,788bff67d6d3710b80738005c56586c8a15567ee4bc1229c7509364a56b7be6d,1996
RPM-2007-03-15:1117:1,data/etiquetas/etiquetas_r14_tanda10.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,pivotea desde 62% para arriba y es una de las razones para tenerlo como escenario de riesgo,Compatible con N: curvas de cobre y WTI; motivo del escenario de riesgo del petróleo. La unidad no adopta ni respalda una dirección monetaria propia.,d657cc49348db4f50eb8a86c7d9bb9fdf82630a24f743be30d5114c6e605e5b9,576
RPM-2007-03-15:1123:1,data/etiquetas/etiquetas_r14_tanda10.csv,Vittorio Corbo Lioi,neutral,1,neutral,1,neutral,1,compatible,alta,"los riesgos hoy en día están hacia abajo con respecto a la actividad, que también existe preocupación en los mercados accionarios","Compatible con N: lectura: subprime y desaceleración USA vs inflación, riesgos en ambas direcciones. La unidad no adopta ni respalda una dirección monetaria propia.",cb7d1e9eef3d24982e22ee0e4cdfbe81150d8f129fa36796a9d90900886723bf,3428
RPM-2007-03-15:1134:1,data/etiquetas/etiquetas_r14_tanda10.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,no le hace sentido la información que se está entregando,Compatible con N: cuestiona lectura de IMACEC/manufactura e importaciones de consumo. La unidad no adopta ni respalda una dirección monetaria propia.,18dd4a9985ae01a64ad365f81f39009277f0b9665c0cf755dddffebbc66fb96e,959
RPM-2007-03-15:1161:1,data/etiquetas/etiquetas_r14_tanda10.csv,Andrés Velasco Brañes,dovish,1,dovish,1,dovish,1,compatible,alta,hay razones y espacio suficientes para justificar un recorte de 25 puntos base,Hace propios los argumentos a favor de la baja: D.,0a35eeec62c2b0d28580990037b396f5ef184ee73f94e2d6556f2e5d6e6ce89e,5370
RPM-2007-04-12:1218:1,data/etiquetas/etiquetas_r14_tanda10.csv,Jorge Desormeaux Jiménez,hawkish,1,hawkish,1,neutral,1,cambio_etiqueta,media,cree que es prudente acumular mayores antecedentes acerca de la real persistencia de estas presiones de costos así como disponer de las proyecciones de más largo plazo,Vota mantener para esperar información. Los riesgos inflacionarios son diagnóstico y no formula alza o sesgo restrictivo propio; bajo la regla estricta queda N.,92a71a51f9437de1434cc53dec75602454dcb770f106821027b16d906c1c4350,3784
RPM-2007-05-10:1246:1,data/etiquetas/etiquetas_r14_tanda10.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,constituye para él uno de los aspectos más significativos de la coyuntura internacional,Compatible con N: términos de intercambio: Perú/Colombia se fortalecen sin shocks equivalentes. La unidad no adopta ni respalda una dirección monetaria propia.,5ea9ab33495b0c6ef0b93998eca14e9cb557a8d93ed6d2cb7e9007827d39df6f,648
RPM-2007-05-10:1251:3,data/etiquetas/etiquetas_r14_tanda10.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Formalidad o trámite sin contenido monetario evaluable en la unidad; N y relevancia0 compatibles con v3.,0fd99b92ed17260664fd69a9bafa8d2fed9afa5f50cf45b3ce27ab509691d670,159
RPM-2007-08-09:1394:1,data/etiquetas/etiquetas_r14_tanda10.csv,Andrés Velasco Brañes,hawkish,1,hawkish,1,hawkish,1,compatible,alta,lo que le lleva a recomendar un incremento de 25 puntos base en la tasa de política monetaria,Respalda un alza moderada de 25 pb: H; la magnitud menor no vuelve D la acción.,00b3499782e2f3ad32d4f03b54f1c318565e85c7f3c613908243e68ccdd52ec5,5716
RPM-2007-09-13:1469:1,data/etiquetas/etiquetas_r14_tanda10.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"acordó aumentar la Tasa de Interés de Política Monetaria en 25 puntos base, a 5,75% anual",Acuerdo institucional unánime de alza de 25 pb: H.,419bd715442d130da92b281100396fe60353f4090ece0c6b4edf410024fbf2ec,2548
RPM-2007-10-11:1508:3,data/etiquetas/etiquetas_r14_tanda10.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Formalidad o trámite sin contenido monetario evaluable en la unidad; N y relevancia0 compatibles con v3.,b48c8321e96da44a2957578909f09e5ff4187ac4e63f40508f59af771b3244bf,139
RPM-2008-01-10:1629:1,data/etiquetas/etiquetas_r14_tanda10.csv,Pablo García Silva,hawkish,1,hawkish,1,hawkish,1,compatible,alta,un incremento de 25 puntos base probablemente sea el adecuado para enfrentar el escenario de mayor inflación contenido en el IPoM,Evalúa solo alternativas de alza y descarta mantener: H.,d34b7b06594189710ea05ece731d7f8c4c750cd17a2654aedfda2eda30f4e1db,8172
RPM-2008-03-13:1694:1,data/etiquetas/etiquetas_r14_tanda10.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,no es que la expectativa de baja de tasa en el corto plazo le haya significado un efecto fallido a la Reserva Federal en términos de credibilidad,Compatible con N: precisión: las tasas largas no han subido; la curva pivotea desde un nivel más bajo. La unidad no adopta ni respalda una dirección monetaria propia.,65e77b635bfa3cdc58d63d1ff8f7d2b47232fde63df56a89f6d095a7d7f4dc76,444
RPM-2008-03-13:1703:1,data/etiquetas/etiquetas_r14_tanda10.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,se puede tener legítimas dudas respecto a la utilidad de la política monetaria,Compatible con N: crisis financiera: provisión de liquidez sin precedentes; incertidumbre gigantesca. La unidad no adopta ni respalda una dirección monetaria propia.,81f7828e6c036945b09c81ff2eff4dd17ec2048ed3d015e21ac682fb5aba92a8,1316
RPM-2008-03-13:1709:1,data/etiquetas/etiquetas_r14_tanda10.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"efectivamente es así y que lo han atribuido a primas por riesgo que hoy día, debido a la incertidumbre que existe, son más sensibles a las noticias",Compatible con N: explicación técnica: sobrerreacción de mercado y baja de enero por primas por riesgo. La unidad no adopta ni respalda una dirección monetaria propia.,136af85e9886cf01d622647cd9c04c73628a0849488b0caf7c15f9fe8e4e40fa,518
RPM-2008-03-13:1711:1,data/etiquetas/etiquetas_r14_tanda10.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,se está proyectando también una inflación más alta para adelante porque se trata de un shock que no estaba metido en las expectativas,Compatible con N: defiende el tratamiento de shocks de oferta en las proyecciones del Banco. La unidad no adopta ni respalda una dirección monetaria propia.,0838d8a2bd26cdc6ebfbe91e1490a21bfa7c4de6d43bb17bd4fd8ce03e73d2f9,555
RPM-2008-03-13:1721:1,data/etiquetas/etiquetas_r14_tanda10.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,se considera que las opciones más plausibles para esta ocasión son un incremento de la Tasa de Política Monetaria en 25 puntos base o su mantención en el nivel actual,Compatible con N: opciones del staff (mar-2008): +25 o mantener sin inclinación; mercado inusualmente dividido. La unidad no adopta ni respalda una dirección monetaria propia.,5ef56d0e140ccfe99abedb0a8fefbb18b0c41bf18e488d74aa606f2b9078e4c8,11143
RPM-2008-03-13:1737:2,data/etiquetas/etiquetas_r14_tanda10.csv,Sebastián Claro Edwards,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"mantiene su votación consistente en subir la Tasa de Política Monetaria a 6,50%","Voto explícito de alza de 25 pb: H, independientemente de la mantención mayoritaria.",03644ea6cefedf3ae099411bbb268fd9a4c37d31f72eb374f2a1d62102f27a5f,132
RPM-2008-03-13:1739:1,data/etiquetas/etiquetas_r14_tanda10.csv,Manuel Marfán Lewis,neutral,0,neutral,0,neutral,1,cambio_relevancia,alta,forma parte integral de su decisión de política monetaria,"La unidad discute cómo comunicar una consideración que el actor declara parte integral de su decisión monetaria. Sin la argumentación referida no permite heredar dirección, por eso N, pero es sustantiva y relevante.",f7e5f8b2fc72083024a81dfaddab6596004a411917eeaa80940d25b8ae6a1cfb,1303
RPM-2008-05-08:1818:4,data/etiquetas/etiquetas_r14_tanda10.csv,Enrique Marshall Rivera,neutral,1,neutral,1,neutral,1,compatible,alta,puede tener como explicación alguna relación con la subcontratación,Compatible con N: desacople empleo/actividad: composición sectorial y subcontratación. La unidad no adopta ni respalda una dirección monetaria propia.,0a07a5514a9c4dded75bec694b56559c96a5490eb34e2fa94bfa198d4cd1b994,1128
