intervencion_id,inicio,fin,fragmento
RPM-2006-01-12:571:1,3061,4683,"Agrega el señor Desormeaux, que la hipótesis de nuestro escenario central podría no materializarse, y ello ocurre en el momento en que se empiezan a copar las holguras de capacidad en economía y los costos laborales unitarios se aceleran. Ello nos lleva a pensar que los riesgos de la opción de mantener la tasa de política monetaria en el día de hoy son algo mayores que los de la opción alternativa, pero tal vez el argumento que más peso tiene en favor del alza de 25 puntos base en la reunión de hoy es de carácter comunicacional, como dice acertadamente la Gerencia de División Estudios. Hace presente que recientemente el Gerente de Mercados Financieros Nacionales señaló que el paso del ritmo de ajuste de cinco pausas consecutivas a uno de dos pausas seguidas no es fácil de explicar. Ello puede entenderse equivocadamente como un cambio de objetivos de parte del Banco Central de Chile, en reacción a noticias transitorias y todo esto, en un momento en que los antecedentes disponibles apuntan a un fortalecimiento de las condiciones internas y externas de la economía chilena. Por último, el Consejero señor Jorge Desormeaux señala, que para finalizar se quiere referir a las expectativas de mercado, que mayoritariamente esperan un alza de la tasa de política monetaria, y desde este punto de vista la mantención de la tasa de política monetaria en el día de hoy tendrá el carácter de una sorpresa, que podría crear confusión en el mercado. Por estas razones, se inclina a favor de la opción de aumentar la tasa de política monetaria en 25 puntos base, en el día de hoy y, por consiguiente, vota en tal sentido."
RPM-2006-02-09:587:9,0,73,"Siendo las 16:00 horas, se reanuda la Sesión de Política Monetaria N° 89."
RPM-2006-03-16:601:2,3008,3384,"su efecto en la productividad.
Las expectativas de mercado que se deducen para la TPM a partir de la curva forward
disminuyeron levemente en el mes, esperándose que a julio la TPM se ubique en 5,25%. Para
fines de año, se prevé una TPM de 5,6% (5,8% el mes pasado). Un panorama similar señala la
EEE, con una mantención de la TPM este mes y una tasa en 5,5% a fines de año.
La"
RPM-2006-08-10:808:1,9603,10045,"en 3%. Respecto de la tasa de política monetaria (TPM), las expectativas que se deducen de
la curva forward son algo menores respecto de las consideradas hace un mes, derivándose
una TPM de 5,5% a diciembre de este año y una de 6,3% a diciembre de 2007 (5,7% y 6,4%,
respectivamente, el mes pasado). La EEE, en tanto, anticipa que la TPM se mantendría en
esta reunión, y llegaría a 5,5% y 6% a diciembre de 2006 y 2007, respectivamente, ambos"
RPM-2006-09-07:873:1,4074,4263,"capacidad más lento que el previsto; y una inflación bien contenida.
Hace presente el señor Consejero que en este contexto, la única opción
plausible es mantener la tasa en su actual nivel."
RPM-2006-09-07:873:1,4590,4801,"Indica que con ello, la tasa de
política monetaria se encontraría actualmente más cerca de su nivel neutral, lo que lleva a
plantear que los ajustes, aún considerados como necesarios en un horizonte de mediano o"
RPM-2006-09-07:873:1,5165,5440,"coincidencia, es importante transmitir con claridad al mercado la orientación hacia delante de la
política monetaria que supone nuestro escenario central.
En virtud de lo señalado, el Consejero señor Marshali vota por mantener la tasa
de política en su actual nivel de 5,25%."
RPM-2006-10-12:941:1,76,269,"ver cuál es la mejor decisión para hoy sería actuar por descarte, y a su juicio, no hay razones
para subir ni para bajar la tasa de política monetaria. Por lo tanto, lo más prudente cree que es"
RPM-2006-10-12:941:1,361,544,"fuerza en el último mes que va a ser necesario monitorear y de los cuales sería, incluso el
futuro de la política monetaria. En nuestro escenario central se espera que después de este"
RPM-2006-10-12:941:1,1089,1746,"ponderarlos en nuestras decisiones futuras, en esta reunión y, en otras, por mantener la tasa
de política monetaria.
Respecto del Comunicado, si bien cree altamente probable que en nuestro
escenario central no es claro que haya nuevas alzas en la tasa de política monetaria, le parece
prematuro eliminar el sesgo y que sí se puede suavizar el lenguaje, pues las noticias de este
mes no han cambiado de manera sustancial nuestro detallado análisis realizado con ocasión de
la preparación del Informe de Política Monetaria, y el mercado podría percibir que esperamos
actividad mucho más débil de la presentada en el IPoM, lo que no ocurre y aún se tiene mucha"
RPM-2006-10-12:941:1,1820,2134,"Indica el señor
Vicepresidente, que está cierto que lo más probable es que luego eliminemos el sesgo, pero
preferiría que esto se realizara cuando se confirme la caída del precio del petróleo.
Finalmente, el Vicepresidente señor José De Gregorio señala que vota por
mantener la tasa de política monetaria en 5,25%."
RPM-2006-12-14:1017:1,581,900,"La preocupación por la inflación en los países desarrollados se ha atenuado. En Estados Unidos de América los mercados apuestan a bajas en la tasa de política en el curso del próximo año. Agrega el señor Consejero, que en Europa y Japón los mercados siguen esperando nuevos ajustes hacia arriba en las tasas de interés."
RPM-2006-12-14:1017:1,4869,6728,"Indica que la recuperación podría no tener la fuerza esperada y la inflación podría ubicarse y permanecer en niveles excesivamente bajos. En este contexto, el señor Consejero, la única opción razonable, y en esto coincide plenamente con la Minuta, es mantener la tasa en su actual nivel. Es claro que la opción de subir la tasa debe ser completamente descartada, quizás es menos evidente que la opción alternativa de bajada, la que debe ser también descartada, considerando los riesgos que se visualizan. Sin embargo, en su opinión, los antecedentes disponibles no le otorgan la plausibilidad necesaria para ser considerada como una opción en esta oportunidad. Indica el Consejero señor Marshall, que el último Comunicado asignó un sello neutral a la orientación de la política monetaria, y que al mismo tiempo abrió la posibilidad de distintos cursos de acción y condicionó cualquier decisión futura a alguna información que se acumule y a sus implicancias para la inflación proyectada. El señor Consejero estima que el Comunicado de esta reunión debería plantearse en términos similares a los de la reunión anterior. Advierte, sin embargo, la necesidad de compartir con el mercado una visión más completa sobre la orientación de la política monetaria y los posibles cursos de acción en los próximos trimestres. Manifiesta el señor Marshall que la mejor oportunidad para hacerlo, tal como se plantea en la Minuta, no es ésta sino el próximo IPoM que será emitido en momentos en que se contará con nuevos antecedentes sobre la trayectoria de la actividad de la inflación y con proyecciones más afinadas para todo el horizonte de política. En virtud de todo lo señalado y revisado, el Consejero señor Enrique Marshall vota por mantener la tasa de política en su actual nivel de 5,25% y al mismo tiempo se inclina por mantener un sello neutral en el Comunicado."
RPM-2007-01-11:1049:3,0,601,"El Gerente de Mercados Financieros Nacionales don Beltrán De Ramón, menciona que si bien las opciones propuestas son mantener o bajar la tasa de política monetaria, el hecho que la inflación proyectada para los próximos meses se mueve a la baja y que el cierre de brecha de actividad en lo más reciente se haya dilatado, lo llevan a considerar positivamente la opción de un recorte de la tasa de política monetaria para esta reunión. Agrega que ello ayudaría a llevar la inflación paulatinamente al 3% y contribuiría a cerrar las brechas de actividad a un ritmo más rápido que el estimado previamente."
RPM-2007-01-11:1049:3,1599,2651,"El Gerente de Mercados Financieros Nacionales, comenta que además de las razones de fondo, como el evitar que la inflación se vaya para abajo muy rápido, lo que hace atendible hacer el recorte lo más pronto posible, hay también una razón táctica. Señala el señor De Ramón, que en los próximos días aparecerán datos de actividad que probablemente van a estar bajo lo esperado, por efectos calendario u otras razones, e inflaciones mensuales que a primera vista son bajas o normales, que no son las habituales en enero o febrero, lo que hará más fácil explicar esta decisión de recorte de la tasa de política monetaria. Asimismo, menciona que por el contrario, esperar por ejemplo hasta marzo, como una forma de acumular más información, haría más difícil de explicar un recorte de tasas si se diera una probable coyuntura justo en ese momento, de que los Imacec de enero y febrero fueran más altos y la inflación estuviera en niveles que si bien son normales para esa época del año, se consideran elevados; entonces, su recomendación es acortar la tasa."
RPM-2007-05-10:1261:2,0,517,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 107-01-070510 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó mantener la tasa de interés de política monetaria en 5% anual. Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. El escenario externo relevante para la economía chilena continúa favorable."
RPM-2007-05-10:1261:2,1679,2119,Las expectativas de inflación a mediano y largo plazo permanecen ancladas en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM para lograr este objetivo dependerán de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. “ El Consejo aprueba el texto del Comunicado.
RPM-2007-12-13:1587:2,0,844,"El Gerente señor Magendzo señala que en el mercado financiero nacional, la publicación de los datos de IPC y actividad de comienzos del mes de diciembre provocaron leves cambios sobre las expectativas de mercado, respecto de la evolución de la Tasa de Política Monetaria —curva forward y tasas swap—. Agrega que dichas expectativas indican que no se producirían movimientos mayores en la Tasa de Política Monetaria, anticipándose un aumento de 25 puntos base en el primer trimestre del 2008, Menciona el señor Magendzo que la mediana de la Encuesta de Expectativas Económicas (EEE), por su parte, da cuenta que no se esperan cambios en la Tasa de Política Monetaria por los próximos dos años. A su vez, las expectativas de inflación tuvieron un aumento tras la publicación del IPC de noviembre, que resultó mayor que lo esperado por el mercado."
RPM-2007-12-13:1587:2,2543,3309,"Indica el señor Gerente, que los agregados monetarios y crediticios no han mostrado mayores novedades en el último mes, continuando con un sostenido crecimiento de las colocaciones para la vivienda y uno menor de las destinadas a consumo. Por su lado, han resaltado los vaivenes del tipo de cambio nominal en las últimas semanas que tras, ubicarse en torno a $ 505 al momento de la Reunión de Política Monetaria de noviembre, aumentó algo por sobre $ 515 y luego volvió a ubicarse por debajo de $ 500, al cierre del Informe que se presenta. Comenta que ello se ha dado en un contexto de cambios en las expectativas de tasas de interés en Chile y Estados Unidos de América, un aumento del premio soberano chileno y fluctuaciones en el precio del cobre y del petróleo."
RPM-2008-01-10:1628:2,0,74,"Siendo las 16:00 horas, se reanuda la Sesión de Política Monetaria N° 117."
RPM-2008-02-07:1672:1,703,2692,"Señala el señor Gerente de Investigación Económica que en la economía doméstica se han verificado shocks contractivos de oferta en la producción, reflejados en un crecimiento menor proyectado para el primer trimestre de 2008, y sorpresas a la baja en los precios de ítems volátiles, reflejadas en un componente no anticipado de -0,6% en el registro del IPC del mes de enero. Comenta que a ello se agrega una apreciación del tipo de cambio nominal en torno a 5%, probablemente derivada, en gran parte, de la reducción sorpresiva de la tasa de política de la Fed, explicación congruente con una depreciación anticipada futura del tipo de cambio, coherente con el diferencial de las tasas de rendimiento esperadas a futuro. Agrega que estas novedades, en la medida en que modifiquen también las proyecciones futuras de brechas e inflación, justificarían una política monetaria menos restrictiva. Sin embargo, cree que hay un antecedente que apunta en la dirección contraria, mientras que las compensaciones inflacionarias a 12 meses y de forwards de tres en dos y de cinco en cinco, caen respecto a un mes atrás. Por su parte, la compensación inflacionaria de forward de uno en uno sube en 10 puntos base durante el último mes, llegando a 3,70%, al cierre estadístico de ayer. Menciona el Gerente de Investigación Económica que quisiera detenerse brevemente en esa novedad, porque el plazo de la compensación uno en uno coincide precisamente con el horizonte de política monetaria del Banco, por lo que esta medida de la compensación inflacionaria, aunque es imperfecta en relación a las expectativas de inflación del mercado en dicho plazo, debe ponderarse con mucha más atención que lo que sucede para plazos distintos. Por lo tanto, señala que detrás de este aumento de la compensación inflacionaria pueden haber tres factores o una combinación de ellos, esto es un alza en el premio por riesgo inflación, y alza en el premio por riesgo liquidez o un alza en las expectativas de inflación."
RPM-2008-02-07:1672:1,3044,4212,"Señala también, que en ausencia de buenas medidas de las ofertas relativas a títulos emitidos a plazos distintos y una adecuada identificación de cambios en las demandas deseadas de estos instrumentos, no se puede discernir si el alza de la compensación inflacionaria a doce meses se debe a un aumento en el premio de liquidez o a un aumento de expectativas inflacionarias. Agrega que si se debe señalar que las cuatro medidas de compensación inflacionaria, a distintos plazos, se encuentran hoy muy cercanas entre sí, esto es, entre 3,52% y 3,76%, que son niveles aún preocupantes y que justificaron las alzas en la Tasa de Política Monetaria realizadas en el pasado reciente. Finalmente, el Gerente de Investigación Económica estima que, balanceando las novedades nacionales e internacionales contractivas en actividad y precios, con el riesgo que aún se enfrentan por las altas compensaciones inflacionarias, y con la mantención de la coherencia intertemporal en las decisiones de política, se sugiere adoptar una política levemente menos restrictiva en esta ocasión, manteniendo la Tasa de Política Monetaria en 6,25%, pero suprimiendo todo sesgo a dicha decisión."
RPM-2008-06-10:1904:1,0,518,"El Gerente de Mercados Financieros Nacionales señor Beltrán De Ramón manifiesta que desde la Reunión de Política Monetaria anterior, se han tenido las siguientes noticias inesperadas que han cambiado el panorama inflacionario que se enfrenta: a) La inflación proyectada por el Banco Central de Chile a diciembre pasó de 4,7% (IPoM) a 6,2% (Reunión de Política Monetaria de junio), esto es, 150 puntos base en menos de un mes. Los factores detrás de este aumento fueron ampliamente debatidos en la Reunión de la mañana."
RPM-2008-06-10:1904:1,1904,3049,"Este acostumbramiento, podría hacer que incluso la vuelta al rango meta se postergue hasta fines del año 2009, configurando dos años y medio de inflaciones por sobre el 4%. Con estos antecedentes, el Gerente señor De Ramón recomienda al Consejo un aumento de 50 puntos base en la Tasa de Política Monetaria en esta Reunión. Indica que un aumento de 25 puntos base sería visto como una respuesta inadecuada a un shock de inflación de magnitud y a expectativas de inflación que han subido significativamente y un aumento de 50 puntos base, hasta 6,75%, si bien es inesperado, está incorporado en la curva swap para los próximos dos o tres meses. Señala que si bien un aumento mayor a 50 puntos base debe eliminarse, para no distorsionar significativamente los precios, considera que no debe descartarse para nada realizar otros aumentos adicionales en los próximos meses, considerando que una sorpresa de 150 puntos base para el año 2008, como está considerado en el escenario de proyecciones de esta Reunión de Política Monetaria, es altamente probable si se cumple la proyección de la Gerencia de División Estudios y de los seguros de inflación."
RPM-2008-07-10:1923:8,3424,3723,"Comenta que hay bolsas que caen. La gráfica muestra el movimiento en bolsas desde el IPoM y en otra columna, desde la última Reunión de Política Monetaria, y claramente este movimiento ha sido negativo. Destaca especialmente el señor Lehmann la caída en la bolsa de Nueva Zelanda yen la bolsa China."
RPM-2008-08-14:2045:1,0,829,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 126-01-080814 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile, acordó aumentar la tasa de interés de Política Monetaria en 50 puntos base, hasta 7,75% anual. Comunicado “En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 7,75% anual. Dado el deterioro del panorama inflacionario, este aumento de la tasa de política es necesario para asegurar la convergencia de la inflación hacia el 3% en el horizonte de política. En el ámbito externo, las perspectivas de actividad para las economías desarrolladas se mantienen débiles y los mercados financieros internacionales siguen tensionados."
RPM-2008-08-14:2045:1,937,1383,"Sin embargo, estos precios siguen elevados y las presiones inflacionarias en el mundo continúan presentes. En el plano interno, la información disponible de actividad para el segundo trimestre es coherente con las perspectivas de expansión para el año contenidas en el último Informe de Política Monetaria. La demanda interna continúa creciendo a tasas elevadas, particularmente en su componente importado, y el desempleo se ha mantenido estable."
RPM-2008-08-14:2045:1,1610,2205,"Hasta ahora, la dinámica salarial sigue ajustada a patrones históricos. El Consejo reafirma su compromiso de conducir la política monetaria de manera de reducir la elevada inflación actual hacia 3% en el horizonte de política. Ello resulta esencial para alinear la dinámica inflacionaria con el objetivo de estabilidad de precios. La trayectoria futura de la TPM dependerá de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada, aunque en el escenario más probable serán necesarios ajustes adicionales para asegurar la convergencia de la inflación a la meta.”"
RPM-2008-09-04:2048:1,0,212,"El Presidente señor José De Gregorio comunica a los asistentes que la fecha de la Sesión de Política Monetaria correspondiente al mes de marzo de 2009, se dará a conocer en la reunión de la tarde. A continuación,"
RPM-2008-09-04:2088:1,0,664,"El Gerente de División Operaciones Financieras señor Beltrán De Ramón señala que las opciones de subir la Tasa de Política Monetaria en 50 ó 75 puntos base, cualquiera de los dos, están en la consideración de los agentes de mercado, y más aún en 50 que en 75 puntos base. A su juicio, cualquiera de las opciones no cambiará las expectativas de inflación, al menos por ahora, las que sin duda se han deteriorado en los últimos meses, lo que se puede observar en la compensación inflacionaria publicada hace un mes. Hace presente el Gerente de División señor De Ramón que cree que este deterioro se ha producido por el mecanismo de ajuste que explica a continuación."
RPM-2008-09-04:2088:1,1707,2796,"o lo que pronostica el mercado que hasta esta fecha es de alrededor de 1%. Por lo tanto, cree el señor De Ramón que cualquier opción de política monetaria que decida el Consejo, 50 ó 75% dentro de las que contempla la Gerencia de División Estudios, no va a cambiar, en esta Reunión ni en la siguiente, las expectativas de inflación. Tal vez estima que hay un riesgo de que se deterioren más cuando se hable de la brecha y eso es posible que produzca un alza, justamente porque se está indicando algo que el mercado no lo tiene en sus proyecciones. Dado lo anterior, le parece al señor Gerente de División Operaciones Financieras que las expectativas si pueden cambiar entre octubre y diciembre de este año, o más bien después del IPC de octubre que se conocerá en los primeros días de noviembre y, en consecuencia cree que la Reunión de Política Monetaria de ese mes de noviembre será la más importante. Agrega que basta recordar que en el año 2007 el IPC de octubre fue 0,3%, el año 2006 fue -0,3% y lo anterior en un contexto en que se apreciaba un IPC alto y que después volvió a subir."
RPM-2008-09-04:2088:1,2949,3596,"Menciona que en realidad con tan pocas transacciones no se puede sacar una señal, pero señala que la Gerencia de División Estudios proyecta un 0,3%. Por lo tanto, dado lo anterior el Gerente de División Operaciones Financieras señor Beltrán de Ramón cree que un dato negativo, más alto que cercano a 1%, deteriorará significativamente las expectativas de inflación en ese mes y que la respuesta de Política Monetaria sin duda deberá ser mucho más larga de lo que se observa hasta ahora. Agrega que un dato positivo, por el contrario, combinado con un alza de tasa en esa Reunión, puede ser más correcto en expectativas que hacerlo en esta ocasión."
RPM-2008-09-04:2088:1,3740,4349,"Por lo tanto, un dato bajo el IPC, que ocurrirá en octubre con IPC de septiembre, puede producir un stop-loss y por consiguiente, la tarea sobre expectativas será mucho más fácil combinado, justamente, con una acción de política de subir las tasas. Por las razones expuestas, el Gerente de División Operaciones Financieras señor Beltrán De Ramón estima que mucho más útil es subir la Tasa en 50 puntos base que en 75 puntos base, a menos que al Consejo no le importe el nivel al que pueda llegar la Tasa de Política Monetaria. Dado lo anterior se inclina por sugerir un alza de 50 puntos base en esta ocasión."
RPM-2008-12-11:2176:1,0,705,"El Presidente señor José De Gregorio señala que el formato para esta Reunión de Política Monetaria será similar a la de la Reunión anterior y, por consiguiente, en primer término se efectuará la presentación, con algunas preguntas aclaratorias, para después tener una discusión más general de la coyuntura. Por otra parte, agrega el señor Presidente, que para dar cumplimiento al Reglamento del Consejo corresponde fijar la fecha de la próxima Reunión de Política Monetaria, la que se realizará el día martes 16 de junio de 2009. El Presidente señor José De Gregorio ofrece la palabra al Gerente de Análisis Internacional don Sergio Lehmann Beresi, para que inicie la exposición de la parte internacional."
RPM-2009-07-09:2644:2,0,4102,"quien comienza su exposición señalando que así como fue discutido en la sesión de la mañana y tal como lo indica la Minuta de Opciones, es necesario imprimir un impulso monetario adicional al ya contemplado en el escenario central del IPoM de mayo, habida consideración de la acumulación de noticias en los últimos meses. Precisa, que un cálculo basado en una simple regla de Taylor, y consistente con lo expresado por el Gerente de Análisis Macroeconómico durante la mañana, indica que la TPM debiese ser negativa en el corto plazo para que la inflación converja a la meta de 3% en el horizonte de política monetaria. Respecto del mínimo al cual podría llegar la TPM producto de la crisis financiera, plantea que, dado lo señalado en la Minuta de Opciones, no es difícil concluir que la vía de escape al problema de un límite inferior a la TPM, al menos inicialmente, sea incrementar el periodo de tiempo por el cual esta debiese mantenerse baja. En su opinión, si no se puede bajar la tasa en el corto plazo, habría que reducir la pendiente para lograr un estímulo macroeconómico equivalente. Agrega, que lamentablemente y tal como se ha observado en las últimas semanas, afectar la trayectoria de tasas esperadas por el mercado es complejo y difícil, dado que los problemas de consistencia dinámica se exacerban en este tipo de situaciones. Lo anterior, manifiesta el señor Céspedes, puede redundar en una Tasa de Política Monetaria esperada mayor que la necesaria para volver la inflación al 3% en el horizonte de política. Hace presente, que más complejo aún es que conforme la estructura de tasas de mercado es mayor que la requerida, se exacerba la necesidad de mantener la TPM en un nivel muy bajo por períodos prolongados. Explica, que por cada vez que el mercado tiene una estructura de tasas superior a la que los modelos del Banco indican, se requiere aumentar el lapso de tiempo en el que se debiese mantener baja la Tasa de Política Monetaria, es decir, se puede entrar en un círculo vicioso. Al respecto, señala que una forma de reducir este problema es implementar mecanismos que le den credibilidad a la comunicación de una TPM que se mantendrá baja por un período, y que la alternativa de facilidades de liquidez discutida en la Minuta de Opciones emerge como un elemento clave en esta dirección. En su opinión, de no explicitarse un plazo en el cual esta facilidad estará disponible, se aumenta la probabilidad de que el mercado estime una mantención de TPM menor que la requerida para estimular a la economía. Informa, que antecedentes preliminares basados nuevamente en ejercicios en torno al escenario de riesgo del IPoM, muestran que los plazos a los cuales la TPM debiese mantenerse en niveles bajos exceden largamente los que podría comprometer el Banco en operaciones de liquidez, por lo que se requiere avanzar en otras dimensiones que apoyen este tipo de medidas, reafirmando que las señaladas en la Minuta de Opciones van en esa dirección. El Gerente de Investigación Económica agrega que, dado el nivel de incertidumbre sobre el efecto de la estructura de tasas de los cursos de acción de política delineados en la Minuta de Opciones, parece razonable esperar y evaluar los efectos de la decisión de política monetaria que se adoptará antes de discutir potenciales alternativas. No obstante, señala que hay que tener muy presente que conforme la estructura de tasas se mantenga por sobre la requerida según las estimaciones disponibles en un esquema de facilidades de liquidez, el Banco tendría que comprometerse cada vez a plazos de mantención de TPM mayores o implementar acciones de política que, adoleciendo de un grado menor de inconsistencia dinámica, permitan incrementar el estímulo monetario en el corto plazo. Como una nota al margen, el señor Céspedes menciona que la sola existencia de potenciales medidas adicionales es útil para evitar el problema de distribución de TPM futuras truncadas en el valor mínimo posible. Respecto a estas medidas adicionales, finaliza, la experiencia reciente de otras economías abiertas puede ser interesante de tener en cuenta."
