intervencion_id,meeting_id,fold,supervision_prediccion_congelada,etiqueta_v2,etiqueta_v3,cambio_etiqueta_referencia,es_relevante_v2,es_relevante_v3,cambio_relevancia_referencia,prediccion_relevancia_congelada,prediccion_clase_direccional_congelada,prediccion_congelada,acierto_v2,acierto_v3,efecto_recodificacion,tipo_error_v3,prioridad_revision,cita_v3,fundamento_v3
RPM-2005-01-11:30:1,RPM-2005-01-11,3,seis_mas_trece,neutral,hawkish,true,1,1,false,1,neutral,neutral,true,false,acierto_a_error,direccion_a_neutral,3,es el momento de empezar a reducir pausadamente este estímulo monetario,Respalda explícitamente comenzar a retirar estímulo: H. Era un falso N.
RPM-2005-01-11:42:1,RPM-2005-01-11,3,seis_mas_trece,neutral,neutral,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,neutral_a_direccion,2,pide al Consejo extrema cautela en lo que se comunique en la Minuta de esta Sesión,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.
RPM-2005-01-11:46:1,RPM-2005-01-11,3,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,neutral,neutral,false,false,sin_cambio,direccion_a_neutral,3,"hoy día los riesgos que se presentan, dado el mayor crecimiento del producto, y todas las incertidumbres que existen, apoyan la posibilidad de poder adelantar en algo ese ajuste y dejar la pausa para el período posterior",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2005-01-11:56:1,RPM-2005-01-11,3,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,neutral,neutral,false,false,sin_cambio,direccion_a_neutral,3,"Se acuerda aumentar la tasa de interés de política monetaria a 2,5% anual",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2006-09-07:867:1,RPM-2006-09-07,3,seis_mas_trece,dovish,neutral,true,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,un sesgo claro para la política,El staff justifica mantener y declara que no hay sesgo claro; la trayectoria condicional del escenario no es una preferencia expansiva.
RPM-2006-12-14:1019:1,RPM-2006-12-14,3,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,inversion_h_d,1,le parece prematuro optar por una baja en la tasa de interés y para ello se deben acumular más antecedentes,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2007-01-11:1054:1,RPM-2007-01-11,3,seis_mas_trece,hawkish,dovish,true,1,1,false,1,hawkish,hawkish,true,false,acierto_a_error,inversion_h_d,1,se requiere de una menor tasa de política monetaria para compensar la caída de la inflación proyectada y entregar un leve mayor estímulo real a la economía,"Aunque posterga el recorte, reconoce y prepara una reducción futura justificada. Bajo la regla propuesta, esperar para bajar luego puede ser D, no H por oponerse al recorte inmediato."
RPM-2007-01-11:1057:1,RPM-2007-01-11,3,seis_mas_trece,dovish,dovish,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,inversion_h_d,1,"acordó reducir la tasa de interés de política monetaria desde 5,25% a 5% anual",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2009-08-13:2681:1,RPM-2009-08-13,3,seis_mas_trece,dovish,neutral,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,neutral_a_direccion,2,las opciones más plausibles para esta Reunión son la mantención de la actual instancia de política monetaria o su eventual ampliación,"La minuta presenta mantener o ampliar el estímulo y describe instrumentos condicionales, pero no elige una dirección. Menú sin preferencia: N, no D."
RPM-2011-08-18:4280:1,RPM-2011-08-18,3,seis_mas_trece,neutral,neutral,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,"acordó mantener la tasa de interés de política monetaria en 5,25% anual",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.
RPM-2012-04-17:4790:2,RPM-2012-04-17,3,seis_mas_trece,neutral,neutral,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,neutral_a_direccion,2,acordó mantener la tasa de interés de política monetaria en 5% anual,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.
RPM-2014-07-15:6325:1,RPM-2014-07-15,3,seis_mas_trece,dovish,dovish,false,1,1,false,1,neutral,neutral,false,false,sin_cambio,direccion_a_neutral,3,el Banco ha señalado que su aumento es transitorio y es por ello que se ha incorporado un sesgo negativo en la política monetaria,Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2007-05-10:1261:2,RPM-2007-05-10,4,seis_mas_trece,neutral,neutral,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,acordó mantener la tasa de interés de política monetaria en 5% anual,Compatible con N: comunicado institucional con mantención (R6). La unidad no adopta una dirección monetaria propia.
RPM-2008-02-07:1672:1,RPM-2008-02-07,4,seis_mas_trece,dovish,neutral,true,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,"manteniendo la Tasa de Política Monetaria en 6,25%, pero suprimiendo todo sesgo a dicha decisión",Mantiene y elimina todo sesgo. Adoptar una postura menos restrictiva respecto del mensaje anterior no equivale a respaldar una baja o sesgo expansivo: N.
RPM-2013-03-14:5443:1,RPM-2013-03-14,4,seis_mas_trece,neutral,neutral,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,neutral_a_direccion,2,"en este escenario parece prudente mantener la tasa de política monetaria en su nivel actual, validando las expectativas del mercado",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.
RPM-2015-06-11:6857:2,RPM-2015-06-11,4,seis_mas_trece,neutral,neutral,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,neutral_a_direccion,2,le parece bastante claro que la única opción relevante es la que plantea la Gerencia de División Estudios en el sentido de mantener la tasa y el sesgo,Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.
RPM-2015-12-17:7207:1,RPM-2015-12-17,4,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,neutral,neutral,false,false,sin_cambio,direccion_a_neutral,3,"incluso en ese escenario parece razonable llevar la tasa de política a 3,5%, tal como se recomienda en la minuta de opciones",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2015-12-17:7210:1,RPM-2015-12-17,4,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,inversion_h_d,1,"se inclina por recomendar un aumento de 25 puntos base en esta Reunión, para llevar la tasa de política a 3,5%",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2007-05-10:1260:1,RPM-2007-05-10,4,seis_mas_trece,neutral,neutral,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,la decisión más adecuada es mantener la Tasa de Política Monetaria en 5%,Compatible con N: vota mantener: antecedentes en ambas direcciones tras quitar sesgo a la baja. La unidad no adopta ni respalda una dirección monetaria propia.
RPM-2008-03-13:1721:1,RPM-2008-03-13,4,seis_mas_trece,neutral,neutral,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,se considera que las opciones más plausibles para esta ocasión son un incremento de la Tasa de Política Monetaria en 25 puntos base o su mantención en el nivel actual,Compatible con N: opciones del staff (mar-2008): +25 o mantener sin inclinación; mercado inusualmente dividido. La unidad no adopta ni respalda una dirección monetaria propia.
RPM-2008-03-13:1731:1,RPM-2008-03-13,4,seis_mas_trece,dovish,hawkish,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,inversion_h_d,1,"descarta, por de pronto, la opción de bajar la tasa porque la inflación sigue siendo muy alta y, en estas circunstancias, una relajación de la Política Monetaria tendría efectos adversos","Rechaza sustantivamente relajar por sus efectos inflacionarios y mantiene un sesgo restrictivo: H, no D por escoger mantener frente a subir."
RPM-2008-03-13:1731:2,RPM-2008-03-13,4,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,inversion_h_d,1,"vota por mantener la tasa de política monetaria en su nivel actual, manteniendo el sesgo al alza en el Comunicado",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2008-03-13:1737:2,RPM-2008-03-13,4,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,neutral,neutral,false,false,sin_cambio,direccion_a_neutral,3,"mantiene su votación consistente en subir la Tasa de Política Monetaria a 6,50%","Voto explícito de alza de 25 pb: H, independientemente de la mantención mayoritaria."
RPM-2015-06-11:6854:1,RPM-2015-06-11,4,seis_mas_trece,dovish,neutral,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,neutral_a_direccion,2,propone como única opción relevante mantener la TPM en 3% y el sesgo neutral,"Mantención con sesgo explícitamente neutral, sin dirección futura: caso N del codebook, no D."
RPM-2015-06-11:6856:1,RPM-2015-06-11,4,seis_mas_trece,neutral,neutral,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,neutral_a_direccion,2,"manifiesta que su voto es por mantener la TPM, tal como lo sugiere la Gerencia de División Estudios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.
RPM-2015-12-17:7212:1,RPM-2015-12-17,4,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,inversion_h_d,1,"su voto es por aumentar la TPM en 25 puntos base, a 3,5%",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2015-09-15:7045:1,RPM-2015-09-15,5,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,inversion_h_d,1,la convergencia de la inflación a 3% en el horizonte de política requerirá reducir el elevado estímulo monetario actual,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2006-07-13:775:1,RPM-2006-07-13,5,seis_mas_trece,dovish,hawkish,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,inversion_h_d,1,"la información reciente sugiere que este proceso de normalización monetaria, podría ser, a su juicio, más corto o más lento","Respalda una normalización todavía vigente, aunque más corta o lenta, y pide comunicar cercanía a su fin. Menor endurecimiento relativo no es D: H."
RPM-2007-02-08:1090:4,RPM-2007-02-08,5,seis_mas_trece,neutral,neutral,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,parecería más adecuado mantener el sesgo neutral,Compatible con N: opciones del staff (feb-2007): -25 o mantener sin inclinación; expectativa unánime de mantención. La unidad no adopta ni respalda una dirección monetaria propia.
RPM-2007-03-15:1149:1,RPM-2007-03-15,5,seis_mas_trece,dovish,dovish,false,1,1,false,1,neutral,neutral,false,false,sin_cambio,direccion_a_neutral,3,es de actuar de modo simétrico hacia arriba o por debajo del 3%,Respalda explícitamente mayor impulso monetario: D.
RPM-2007-03-15:1167:1,RPM-2007-03-15,5,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,neutral,neutral,false,false,sin_cambio,direccion_a_neutral,3,desde el IPoM han surgido una serie de noticias que le imponen un sesgo al alza a las proyecciones de inflación del escenario central,Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2007-12-13:1602:1,RPM-2007-12-13,5,seis_mas_trece,neutral,neutral,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,neutral_a_direccion,2,las opciones que parecen plausibles son mantener la Tasa de Política Monetaria en su nivel actual,Compatible con N: opciones del staff (dic-2007): mantener o +25; sesgo neutro previo; prudente esperar al IPoM. La unidad no adopta ni respalda una dirección monetaria propia.
RPM-2007-12-13:1607:2,RPM-2007-12-13,5,seis_mas_trece,dovish,neutral,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,neutral_a_direccion,2,"tiende a recomendar en el margen una política más parsimoniosa y valorar, como dijo el señor Klaus Schmidt-Hebbel, la opción de esperar","Ante riesgos contrapuestos recomienda esperar, sin adoptar una baja ni defender una orientación expansiva. Una opción más parsimoniosa frente al alza no basta para D: N."
RPM-2008-05-08:1848:1,RPM-2008-05-08,5,seis_mas_trece,dovish,neutral,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,neutral_a_direccion,2,"los riesgos al alza y a la baja de la inflación son balanceados, y de ahí un sesgo neutral",Vota mantener y declara sesgo neutral. La opción de reaccionar si cambia el escenario no constituye orientación D ni H actual.
RPM-2010-10-14:3491:1,RPM-2010-10-14,5,seis_mas_trece,hawkish,hawkish,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,inversion_h_d,1,"su voto es por subir la TPM en 25 puntos base hasta 2,75%",Compatible con hawkish: dirección respaldada en la unidad. No depende solo del menú o fase.
RPM-2011-09-15:4329:1,RPM-2011-09-15,5,seis_mas_trece,dovish,neutral,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,neutral_a_direccion,2,"no parece prudente, por el momento, señalizar eventuales cambios en la dirección de la política monetaria","Vota mantener y rechaza señalizar una dirección, a la espera de información: N, no D."
RPM-2011-09-15:4332:1,RPM-2011-09-15,5,seis_mas_trece,dovish,neutral,true,1,1,false,1,dovish,dovish,true,false,acierto_a_error,neutral_a_direccion,2,"su voto también es por mantener la tasa en un 5,25%, con un sesgo neutral","Mantiene con sesgo neutral y condiciona cualquier ajuste a nueva información: N, no D."
RPM-2012-09-13:5089:1,RPM-2012-09-13,5,seis_mas_trece,neutral,neutral,false,1,1,false,1,dovish,dovish,false,false,sin_cambio,neutral_a_direccion,2,"la opción que predomina ampliamente es la de mantener la tasa rectora y que, en tal sentido, coincide con lo planteado en la minuta de la Gerencia de División Estudios",Compatible con N: sin dirección respaldada. La unidad no adopta una dirección monetaria propia.
RPM-2015-08-13:6965:1,RPM-2015-08-13,5,seis_mas_trece,dovish,dovish,false,1,1,false,1,hawkish,hawkish,false,false,sin_cambio,inversion_h_d,1,"la opción de subir la tasa es confusa y se justificaría únicamente en un contexto de desanclaje, que hoy no está presente",Compatible con dovish: dirección respaldada en la unidad. No depende solo del menú o fase.
