intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2005-03-10:180:1,data/etiquetas/etiquetas_piloto_r1.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,media,habría que tomar en consideración esos escenarios de manera de no aparecer también sobrerreaccionando,Compatible con N: balance de riesgos con cautela táctica (R4). La unidad no adopta una dirección monetaria propia.,78a9eccfa0e38e54f4de38791765728007a3108bbd9cfe3642fa90e71e1851a7,643
RPM-2005-04-07:207:10,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra; sin contenido evaluable,db6a262bcb6ba088ad43fdf94a7086d6691c01f684e740de020c6364825c946d,79
RPM-2005-05-12:240:1,data/etiquetas/etiquetas_piloto_r1.csv,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,1,neutral,1,compatible,media,"si los agentes no están de acuerdo con que la presión inflacionaria coincide con sus expectativas, van a comprar BCP. El punto que plantea es que, probablemente, esto no es instantáneo",Compatible con N: arbitraje técnico de expectativas (R2). La unidad no adopta una dirección monetaria propia.,9376cfba8bff0f9748535cc520b4454f23f82927f9afeb751549b9f581e014a8,844
RPM-2005-08-11:316:1,data/etiquetas/etiquetas_piloto_r1.csv,Nicolás Eyzaguirre Guzmán,neutral,1,neutral,1,neutral,1,compatible,alta,"el Ministro de Hacienda, señor Nicolás Eyzaguirre consulta sobre el rango previsto para el crecimiento del PIB durante el año 2005",Compatible con N: consulta de dato de proyección. La unidad no adopta una dirección monetaria propia.,1bd5e66946fabd4caa029d41b5ab258dea221204d88e5b8666a055b8fdb38995,427
RPM-2005-10-11:405:1,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra,ba458f42797c06cdd3009ba654508c6f3febad77e57ab69e028482a71aad48dc,49
RPM-2005-10-11:436:1,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: suspensión y reanudación de sesión,243697ebcd946be505ac3af2350ce78bab2405e9e23f05c16295680268464a13,128
RPM-2005-11-10:479:1,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"los bancos están obteniendo, como ocurre en otros países del mundo, rentabilidad más bien por el lado de sus tasas de interés en la captación de fondos que por efectos de las comisiones",Compatible con N: análisis estructural de la banca (R2). La unidad no adopta una dirección monetaria propia.,f52ce5ce9ea93fb6b3e9b74d2e3acc5f2ba7f75120dcc181739f0d8e24fdbcc3,641
RPM-2005-11-10:500:1,data/etiquetas/etiquetas_piloto_r1.csv,Jorge Desormeaux Jiménez,hawkish,1,hawkish,1,hawkish,1,compatible,alta,el señor Consejero señala que vota por aumentar la tasa de política monetaria en 25 puntos base en el día de hoy,Compatible con hawkish: voto explícito de alza (R1). La dirección está respaldada en la unidad y no depende solo del menú o fase.,e961ce03093b5bb1b39343e6751bc58d10cf7ef5758fdd114ff52e33083dcf2d,3668
RPM-2005-11-10:503:2,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: fórmula de adopción del acuerdo; sin argumentos,2eb08d25a267a6896f1673466a6b0d1ed191f9e4b0058e60be312fcadeb35766,142
RPM-2005-12-13:516:7,data/etiquetas/etiquetas_piloto_r1.csv,Luis Óscar Herrera Barriga,neutral,1,neutral,1,neutral,1,compatible,alta,"en esta oportunidad se tiene más evidencia, que en ocasiones anteriores, que la acción de los extranjeros ha sido importante por los números que tenemos en los forwards",Compatible con N: comentario técnico de mercado (R2). La unidad no adopta una dirección monetaria propia.,0f4abae471b46df466f379213c2523d6cad01c32a9a8919fac387f9f83b704b5,567
RPM-2006-01-12:527:1,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: encabezado formal del acta con asistencia,ba94e31900d0767937fb43bdedca7817946a1838f4dcbd241d86797762b245c6,1607
RPM-2006-01-12:571:1,data/etiquetas/etiquetas_piloto_r1.csv,Jorge Desormeaux Jiménez,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"se inclina a favor de la opción de aumentar la tasa de política monetaria en 25 puntos base, en el día de hoy y, por consiguiente, vota en tal sentido",Compatible con hawkish: voto explícito de alza (R1). La dirección está respaldada en la unidad y no depende solo del menú o fase.,766ad0a170656731c03760231859c0bc002f3eafa9396497abfaa09355295b47,4683
RPM-2006-02-09:587:9,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: reanudación de sesión,4d83ae24c95822604d38d0ac9bb1074caa331096cd67a8c9f6d5de1dc0a42650,73
RPM-2006-03-16:601:2,data/etiquetas/etiquetas_piloto_r1.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,en enero destacó el crecimiento de la actividad industrial,Compatible con N: exposición informativa del staff (R5). La unidad no adopta una dirección monetaria propia.,a44dc683543862b02d80757fe05e2e08cf813c8de753c029ad6773e4240f619a,3688
RPM-2006-04-13:632:2,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,el señor Ministro de Hacienda consulta si la explicación del alza en el EMBI es solamente tasa de interés,Compatible con N: consulta puntual de mercado. La unidad no adopta una dirección monetaria propia.,2496272558c98725c5090fd8a060e8fa9b60d6993f9efe236084c4ed0c9764c2,122
RPM-2006-04-13:643:2,data/etiquetas/etiquetas_piloto_r1.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,estos escenarios se pueden revisar para el IPoM. Agrega que el otro problema es que si se gatillan o no cláusulas de reajustabilidad en algunos sectores,Compatible con N: comentario metodológico de proyección. La unidad no adopta una dirección monetaria propia.,a52fe5067020441e5a595c747df94eed49a6f4e0ffb1846bc0c25964ba074c50,204
RPM-2006-04-13:644:3,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra; solicita presentación de opciones,b3ff1817dea9eb7864319c60cbed66f234e770af2666d85364a14f898558c2ce,161
RPM-2006-04-13:644:8,data/etiquetas/etiquetas_piloto_r1.csv,Klaus Schmidt-Hebbel Dunker,neutral,1,neutral,1,neutral,1,compatible,alta,el aumento del ingreso disponible privado se basa en estimaciones presentadas en una minuta de la División Estudios de hace dos semanas atrás,Compatible con N: respuesta técnica sobre estimaciones. La unidad no adopta una dirección monetaria propia.,159b9bfe3e0aebec91cf68d80891c946c185117ef224bf4bbdeadeb4e557c9d0,304
RPM-2006-06-15:691:1,data/etiquetas/etiquetas_piloto_r1.csv,Beltrán de Ramón Acevedo,neutral,1,neutral,1,neutral,1,compatible,alta,"si uno observa en perspectiva, el precio del cobre está bastante cercano a los niveles de abril, en cambio el IPSA está en niveles de principios enero",Compatible con N: observación de mercado sin implicancia (R2). La unidad no adopta una dirección monetaria propia.,94f302a6a1f601073ebfee883b770f5c34f568c6b67c37d1c56eb7e76d4c9e91,317
RPM-2006-06-15:715:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,"va a mostrar mayor crecimiento del empleo porque la muestra es distinta, pero también va a mostrar mayores tasas de desempleo",Compatible con N: discusión de cambio de muestra de empleo (R2). La unidad no adopta una dirección monetaria propia.,9b99d9799f5365ea01c63457f2792a58fce0338825c4c92f9606bf41b1232da2,220
RPM-2006-06-15:718:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,"las muestras se están cambiando, y agrega que si no sucede algún cambio de aquí a seis meses van coexistir ambas muestras",Compatible con N: tema estadístico de muestras. La unidad no adopta una dirección monetaria propia.,cca4b7b46db06027740e04565ea221d9a88643ff83287788499edec53f8d24da,170
RPM-2006-07-13:745:6,data/etiquetas/etiquetas_piloto_r1.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"las refinerías están operando con márgenes de capacidad bastante estrechos, por una subinversión en ese rubro, y ello ha llevado a una vulnerabilidad en esa área",Compatible con N: análisis sectorial externo (R3). La unidad no adopta una dirección monetaria propia.,5c9243c929c66aeda3a24fa9846ffad41cc2a718b6e41811157593a45f4e3645,406
RPM-2006-07-13:761:1,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,"en las proyecciones que surgen de un modelo, los agregados no se usan, pero en las discusiones sí se utilizan y con ponderadores que se tienen en mente",Compatible con N: discusión metodológica sobre agregados. La unidad no adopta una dirección monetaria propia.,d7c5abe697b2f5c75979075b785c68e1d94ecf69addf334fdacb464e25d09ca2,505
RPM-2006-08-10:806:1,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,1,neutral,1,neutral,1,compatible,media,le parece que el escenario central sigue siendo favorable,Compatible con N: lectura del escenario externo sin implicancia explícita (R3). La unidad no adopta una dirección monetaria propia.,e945b675fa2e8ecb7553c8405508c8ee199856d7c5f981f1a6fa3ce53e825d48,1037
RPM-2006-08-10:808:1,data/etiquetas/etiquetas_piloto_r1.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,la velocidad de expansión del IPCX1 se mantuvo en cifras del orden de 2% anualizado,Compatible con N: exposición informativa extensa del staff (R5). La unidad no adopta una dirección monetaria propia.,dbd24345a8032dee44fe00cddc7109021991509c3103f5fc968969ba792a733d,10320
RPM-2006-09-07:835:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,"consulta que si de los gráficos que se han mostrado sobre la trayectoria del precio del petróleo en nuestro escenario del IPoM, se concluye que éste terminaría el año en US$ 65 y cuál sería el precio actual",Compatible con N: consulta de supuesto de precio de petróleo. La unidad no adopta una dirección monetaria propia.,5006a2c4ef6825fc45fc98d0c7bde22fbb4e53178ef3cf75b874546bb39b65d3,249
RPM-2006-09-07:857:1,data/etiquetas/etiquetas_piloto_r1.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,"en cuanto a la tasa de desempleo, éste ha tenido una caída bastante prolongada, llegando a tasas de 8,1%",Compatible con N: dato de mercado laboral (R2). La unidad no adopta una dirección monetaria propia.,346d8e7b517abef860ab2b55f8221057d1f73c0434eeb4c648686df195734321,506
RPM-2006-09-07:873:1,data/etiquetas/etiquetas_piloto_r1.csv,Enrique Marshall Rivera,dovish,1,dovish,1,hawkish,1,cambio_etiqueta,media,"los ajustes, aún considerados como necesarios en un horizonte de mediano o largo plazo, podrían resultar bastante más distanciados en el tiempo que lo previsto con anterioridad","Mantiene hoy, pero respalda que los ajustes al alza siguen siendo necesarios aunque más distantes. La trayectoria propia es H; no D por una pausa más larga.",f318d0eea8c1c15215947b1cad6e75c4b7f94b7b9c3e70fbbb2cafc889b33d20,5440
RPM-2006-10-12:941:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,media,"no hay razones para subir ni para bajar la tasa de política monetaria. Por lo tanto, lo más prudente cree que es su mantención",Compatible con N: voto de mantención equilibrado; discute sesgo comunicacional (R4). La unidad no adopta una dirección monetaria propia.,7b3da3a7763eac08a70b2b3f0d3d9e9a2244bc3928b9be61377127374175901a,2134
RPM-2006-12-14:1017:1,data/etiquetas/etiquetas_piloto_r1.csv,Enrique Marshall Rivera,neutral,1,neutral,1,neutral,1,compatible,media,"la única opción razonable, y en esto coincide plenamente con la Minuta, es mantener la tasa en su actual nivel",Compatible con N: descarta explícitamente subir y bajar (R4). La unidad no adopta una dirección monetaria propia.,fb5f7b87e27e8783960f16b75a4ae08d9e45940e8f2b728b19d9249d28c00b3a,6728
RPM-2007-01-11:1030:1,data/etiquetas/etiquetas_piloto_r1.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,detrás de este tema no está una desaceleración mundial ni tampoco se descubrió una nueva mina,Compatible con N: comentario sobre precio del cobre (R2). La unidad no adopta una dirección monetaria propia.,33774f09b360b24e922af94879e296b7de6cd2958594a75346989753273e25a9,219
RPM-2007-01-11:1047:5,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra,f5fe29c0fdc559632b0d6e758bae5cd9658bf4b230891615323d7d239cbc3000,88
RPM-2007-01-11:1049:3,data/etiquetas/etiquetas_piloto_r1.csv,Beltrán de Ramón Acevedo,dovish,1,dovish,1,dovish,1,compatible,alta,"el hecho que la inflación proyectada para los próximos meses se mueve a la baja y que el cierre de brecha de actividad en lo más reciente se haya dilatado, lo llevan a considerar positivamente la opción de un recorte de la tasa de política monetaria para esta reunión",Compatible con dovish: staff recomienda recorte (R5). La dirección está respaldada en la unidad y no depende solo del menú o fase.,16624ca0890522c49acc9726a146b9aa8f56cb4162d0972f22b62dd7851fe11d,2651
RPM-2007-02-08:1087:1,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,media,"las proyecciones de inflación en todos los horizontes relevantes están por debajo de las del IPoM de septiembre del año 2006, cuya interpretación puede discutirse",Compatible con N: diagnóstico de menor inflación sin inclinación explícita (R2). La unidad no adopta una dirección monetaria propia.,3eb67728bd7785e77c030c86ea39fb2cad0d3890bba3454457183c3f1c654d20,2460
RPM-2007-02-08:1103:1,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: aprobación del comunicado y cierre de sesión,54ef9c8b8886679ab10dee96916f021fee46b8b0605a8839afde28f4fbe9b9d4,83
RPM-2007-04-12:1194:1,data/etiquetas/etiquetas_piloto_r1.csv,Rodrigo Valdés Pulido,neutral,1,neutral,1,neutral,1,compatible,alta,cree que a estos indicadores se les está pidiendo más información que la que tienen,Compatible con N: cautela metodológica sobre indicadores. La unidad no adopta una dirección monetaria propia.,a70d12fef704ee496ef4b2435a96298aa5d9f2f0c33a2ae1ce981844876c9011,518
RPM-2007-05-10:1233:2,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,media,"le llama la atención que éstos efectivamente aumentan, pero respecto de los indicadores nuevos subyacentes, indica que dos de ellos apuntan hacia la baja y que uno se mantiene",Compatible con N: evidencia mixta sobre costos (R4). La unidad no adopta una dirección monetaria propia.,2029b6ce3a5cf98c65f4a5ebf4297a4c5d47cbddc0f658be7e998a76f1b74562,272
RPM-2007-05-10:1241:1,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: instrucción sobre formato de cuadros de análisis,8c07ea79e3a1a1bd879ed15ea4b8da602675a313ae9337091b6c0a917cc6fcd7,322
RPM-2007-05-10:1261:2,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,neutral,1,neutral,1,neutral,1,compatible,alta,acordó mantener la tasa de interés de política monetaria en 5% anual,Compatible con N: comunicado institucional con mantención (R6). La unidad no adopta una dirección monetaria propia.,26a8abad4c4fe81147bf2ad20e4ee75dd2dc70a12b7d1c97f91f4aa3eea70a44,2159
RPM-2007-06-14:1296:3,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,media,"la inversión sigue creciendo muy fuerte y empuja a la demanda hacia arriba, mucho más arriba del promedio comparado con consumo",Compatible con N: diagnóstico de demanda sin conexión con política (R2). La unidad no adopta una dirección monetaria propia.,907878846b5ffa7750cd2e947ea9a4002392033c1b87f33dbe8505e09fd7791e,379
RPM-2007-07-12:1325:1,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra,75adcea5cf6170566726440d5e1bd82e12f3b570581c6eebcef77e353a796121,82
RPM-2007-08-09:1388:1,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra,f5fe29c0fdc559632b0d6e758bae5cd9658bf4b230891615323d7d239cbc3000,88
RPM-2007-09-13:1421:1,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,al final los mercados financieros dependen mucho de la imagen que se proyecte,Compatible con N: percepción de mercados y cuentas fiscales (R2). La unidad no adopta una dirección monetaria propia.,0ce8516c99238620b4556bbd87056ec000a2a564294e3796d5e8a4f85b70d609,680
RPM-2007-10-11:1505:1,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,"consulta si en relación a las cifras del bajo desempeño de la minería resulta posible efectuar una descomposición de ellas, entre Codelco y el resto de la minería",Compatible con N: consulta de descomposición de datos. La unidad no adopta una dirección monetaria propia.,8ac451d946eb1a5a9ce193ecb766aa5150aa7226f646ccb9e5f84722648e09af,275
RPM-2007-11-13:1552:1,data/etiquetas/etiquetas_piloto_r1.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,"existen algunas dudas acerca del nivel de la venta de automóviles, ya que el Banco está usando como indicador la información de Servicio de Impuestos Internos",Compatible con N: metodología de medición del consumo durable. La unidad no adopta una dirección monetaria propia.,68258a6359cf9829c84aa8800648c6ba617ca08d18b4cdf3674ed43cd26ebbec,882
RPM-2007-11-13:1553:1,data/etiquetas/etiquetas_piloto_r1.csv,Vittorio Corbo Lioi,neutral,1,neutral,1,neutral,1,compatible,alta,quisiera saber si en las Cuentas Nacionales existen indicadores de importaciones mes a mes y no solamente respecto de los automóviles en particular,Compatible con N: consulta sobre datos de importaciones. La unidad no adopta una dirección monetaria propia.,01085944ab2e6ed6a2b1be7f23990aeb7daf11e548caf5ccbb9c938ace54cd4f,432
RPM-2007-12-13:1577:1,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"Consulta si en estos otros mercados existen los credit default swaps para saber si el problema es de liquidez o, más grave aún, si es una percepción de que la solvencia",Compatible con N: consulta técnica sobre spreads (R2). La unidad no adopta una dirección monetaria propia.,8fb82360501400fc5b84b85f26f0e9df727c0d9b3e5f83c9c613f2dc7e9a1308,473
RPM-2007-12-13:1582:2,data/etiquetas/etiquetas_piloto_r1.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"las recientes emisiones de bonos en los mercados emergentes han caído de manera sustancial, lo que significaría que no sólo el precio es un buen indicador",Compatible con N: observación de flujos de capital (R2). La unidad no adopta una dirección monetaria propia.,4b4539891cf2d6f1798a6af74a5ce5b2ea8f6cdb559fec1d686284d51c8e72b8,299
RPM-2007-12-13:1587:2,data/etiquetas/etiquetas_piloto_r1.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,media,"dichas expectativas indican que no se producirían movimientos mayores en la Tasa de Política Monetaria, anticipándose un aumento de 25 puntos base en el primer trimestre del 2008",Compatible con N: staff presenta expectativas de mercado; reporte no postura (R5). La unidad no adopta una dirección monetaria propia.,f2d6ac8d33a9ac8471107c5f8157f199efedc616ddb5476e596545872363324d,13435
RPM-2007-12-13:1590:1,data/etiquetas/etiquetas_piloto_r1.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,estos dos elementos explican en gran parte el error cometido en el cambio en las cifras de consumo,Compatible con N: explicación de error en indicadores. La unidad no adopta una dirección monetaria propia.,4deb72e1c33d00592970154e07c8bc27527631aa4d164aca1044e12fe32b065c,1142
RPM-2007-12-13:1594:2,data/etiquetas/etiquetas_piloto_r1.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,"aun con celulosa estas exportaciones están creciendo del orden del 5%, más bajo de lo que se había observado en el pasado",Compatible con N: metodología de series de exportaciones. La unidad no adopta una dirección monetaria propia.,b8086f08ea4e957de029883bbba163c3fffc46ef7c802c9d457e22f3e2fd8574,614
RPM-2007-12-13:1596:1,data/etiquetas/etiquetas_piloto_r1.csv,Enrique Marshall Rivera,neutral,1,neutral,1,neutral,1,compatible,alta,consulta cuáles son los datos y cuáles son las velocidades para esta demanda interna y para la inversión,Compatible con N: consulta de cifras de demanda. La unidad no adopta una dirección monetaria propia.,70b271a04d64fa65ddbf8b1254bdff7191ec3a35cc0a5ecb86463b1c53cf55e8,314
RPM-2007-12-13:1608:3,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra al Ministro de Hacienda,4ad712462ed88e292cac40358a9cf2f2110c6f95a73421fdba15f79149d05fdd,112
RPM-2008-01-10:1619:2,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,consulta si este cambio en el ponderador afecta ría la historia cambiaria hacia atrás,Compatible con N: consulta sobre estadística del FMI. La unidad no adopta una dirección monetaria propia.,b364cef6db4861ab519b55f50806ac5be0ac6b668d84cd23fcd47d04bae6df30,350
RPM-2008-01-10:1628:2,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: reanudación de sesión,be58f28e40e3e0dfb9d2a858e28ec445347b9e3e237bf9d11af22845839439cb,74
RPM-2008-02-07:1649:2,data/etiquetas/etiquetas_piloto_r1.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"las reducciones de crecimiento en China han sido menores, muy pequeñas, pero que por cierto constituyen un elemento de riesgo",Compatible con N: diagnóstico externo balanceado (R3). La unidad no adopta una dirección monetaria propia.,88fb43af375481e3f58bb65899e1eb21016b1c98ce5094c998555439b1cf54a1,336
RPM-2008-02-07:1672:1,data/etiquetas/etiquetas_piloto_r1.csv,Klaus Schmidt-Hebbel Dunker,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,"manteniendo la Tasa de Política Monetaria en 6,25%, pero suprimiendo todo sesgo a dicha decisión",Mantiene y elimina todo sesgo. Adoptar una postura menos restrictiva respecto del mensaje anterior no equivale a respaldar una baja o sesgo expansivo: N.,a64750135fd70725fddca741da41d504cfc14fa9adb743e3f72cecd39c1f0e65,4212
