synthetic_id,fecha_ficticia,etiqueta_provisional,familia_provisional,texto,cita_textual_origen,justificacion_origen,grupo_texto_normalizado,estado_revision_v3,autorizado_entrenamiento
SYNTH_00013,2025-01-28,dovish,Aceleración del ciclo de recortes de la TPM (bajas de 75 o 100 pb) para evitar contracción excesiva del crédito,"El Consejo analizó la evolución del crédito bancario y concluyó que las condiciones de financiamiento se han tornado más restrictivas de lo previsto, con un endurecimiento de los estándares de otorgamiento que podría amplificar la debilidad de la inversión y del consumo. Un Consejero argumentó que, con la inflación convergiendo a la meta y las expectativas ancladas, el riesgo de una contracción excesiva del crédito aconseja acelerar el ciclo de recortes de la tasa de instancia. Todos los Consejeros coincidieron en que la política monetaria debe evitar que las condiciones financieras se tornen innecesariamente contractivas. Por mayoría, el Consejo acordó reducir la TPM en 75 puntos base y señaló que se evaluará la posibilidad de nuevos recortes de similar magnitud en las próximas reuniones.","Un Consejero argumentó que, con la inflación convergiendo a la meta y las expectativas ancladas, el riesgo de una contracción excesiva del crédito aconseja acelerar el ciclo de recortes de la tasa de instancia.","La unidad respalda acelerar el ciclo de recortes con bajas de 75 puntos base para evitar una contracción excesiva del crédito, lo que constituye expansión monetaria explícita (Dovish).",8ef82d9228ab28f3,pendiente,no
SYNTH_00014,2023-05-12,hawkish,Voto de consejeros que abogan por una postura más restrictiva ante divergencia con la política de la Fed,"El Consejo evaluó el escenario externo y la creciente divergencia entre la orientación de la política monetaria de la Fed y las condiciones financieras locales. Un Consejero argumentó que la persistencia de tasas elevadas en Estados Unidos, junto con la depreciación del tipo de cambio, podría acentuar las presiones inflacionarias internas y erosionar el anclaje de las expectativas, por lo que abogó por mantener una postura más restrictiva y postergar cualquier señal de relajamiento de la TPM. Todos los Consejeros coincidieron en que la convergencia de la inflación al 3% en dos años plazo requiere cautela frente a los desarrollos externos. Por mayoría, el Consejo acordó mantener la TPM en su nivel máximo y reafirmó que no se considerarán recortes mientras persista la incertidumbre sobre la trayectoria de la política monetaria externa.","Un Consejero argumentó que la persistencia de tasas elevadas en Estados Unidos, junto con la depreciación del tipo de cambio, podría acentuar las presiones inflacionarias internas y erosionar el anclaje de las expectativas","La unidad respalda mantener una postura más restrictiva y postergar señales de relajamiento de la TPM ante la divergencia con la Fed, lo que constituye rechazo fundamentado al relajamiento (Hawkish).",f9c621595f2104b6,pendiente,no
SYNTH_00015,2022-03-29,hawkish,Desanclaje de expectativas de inflación a 2 años plazo en la EEE y EOF requiriendo mayor restricción,"El Consejo analizó con especial preocupación la evolución de las expectativas de inflación a dos años plazo en la Encuesta de Expectativas Económicas y en el Informe de Operadores Financieros, las que se han situado por sobre la meta de 3% de manera persistente. Un Consejero argumentó que este desanclaje de expectativas, en un contexto de inflación SAE sin volátiles elevada y de traspaso del tipo de cambio a precios internos, requiere una postura monetaria más restrictiva que la prevista. Todos los Consejeros coincidieron en que la credibilidad del compromiso con la meta exige actuar con decisión y anticipación. Por unanimidad, el Consejo acordó aumentar la tasa de instancia en 150 puntos base y señaló que nuevos aumentos serán necesarios para asegurar la convergencia de la inflación al 3% en dos años plazo.","Un Consejero argumentó que este desanclaje de expectativas, en un contexto de inflación SAE sin volátiles elevada y de traspaso del tipo de cambio a precios internos, requiere una postura monetaria más restrictiva","La unidad respalda una postura monetaria más restrictiva y anuncia nuevos aumentos de la TPM ante el desanclaje de expectativas, lo que constituye endurecimiento monetario explícito (Hawkish).",84da428e94467dab,pendiente,no
SYNTH_00016,2024-10-15,dovish,Voto disidente o minoritario de consejeros que proponen recortar la tasa con mayor magnitud que la mayoría,"El Consejo analizó las alternativas de recortar la TPM en 50 o 100 puntos base. La mayoría de los Consejeros coincidió en que una reducción de 50 puntos base es consistente con el escenario central del IPoM. Sin embargo, dos Consejeros disintieron y propusieron recortar la tasa de instancia en 100 puntos base, argumentando que la brecha de actividad negativa, la debilidad del mercado laboral y la rápida convergencia del IPC hacia la meta justifican un relajamiento más decidido para evitar que la política monetaria se torne innecesariamente contractiva. Estos Consejeros señalaron además que la convergencia de la inflación al 3% en dos años plazo se ve asegurada por el anclaje de las expectativas y que un recorte mayor contribuiría a sostener la recuperación del crédito y la inversión.","dos Consejeros disintieron y propusieron recortar la tasa de instancia en 100 puntos base, argumentando que la brecha de actividad negativa, la debilidad del mercado laboral y la rápida convergencia del IPC hacia la meta justifican un relajamiento más decidido","La unidad recoge el disenso de consejeros que respaldan un recorte mayor de la TPM (100 pb en lugar de 50 pb) para sostener el estímulo y evitar una contracción excesiva, lo que constituye expansión monetaria explícita (Dovish).",8ae2499f03e3f8bb,pendiente,no
SYNTH_00017,2024-06-18,neutral,Acuerdo por unanimidad de mantener la TPM en su nivel vigente mientras se acumula información para el IPoM,"El Consejo evaluó la evolución reciente de la economía y concluyó que no se dispone aún de antecedentes suficientes para modificar la orientación de la política monetaria. Un Consejero argumentó que la información sobre inflación SAE sin volátiles y actividad correspondiente al segundo trimestre se conocerá con mayor detalle en el próximo IPoM, por lo que resulta prudente esperar dicha instancia antes de adoptar nuevos ajustes en la tasa de instancia. Todos los Consejeros coincidieron en que la TPM en su nivel vigente es consistente con la convergencia de la inflación al 3% en dos años plazo según el escenario central. Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual y reiteró que las próximas decisiones se adoptarán reunión a reunión, en función de la evolución de los antecedentes.","Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual y reiteró que las próximas decisiones se adoptarán reunión a reunión, en función de la evolución de los antecedentes.","La unidad acuerda mantener la TPM mientras se acumula información, sin adoptar un sesgo direccional identificable hacia el alza o la baja, lo que corresponde a neutralidad con acuerdo de mantención.",7c421e5bc76532a1,pendiente,no
SYNTH_00018,2024-09-03,dovish,Impacto contractivo de la astringencia financiera y estrictez de las condiciones de otorgamiento de crédito,"El Consejo analizó el impacto contractivo de las condiciones financieras sobre la actividad y la inflación. Un Consejero argumentó que la astringencia financiera y la estrictez de las condiciones de otorgamiento de crédito han transmitido un impulso contractivo mayor al previsto en el IPoM, con una caída del financiamiento bancario que afecta especialmente a las empresas de menor tamaño. Todos los Consejeros coincidieron en que este canal de transmisión refuerza el efecto restrictivo de la TPM y que, en consecuencia, existe espacio para continuar reduciendo la tasa de instancia sin comprometer la convergencia de la inflación al 3% en dos años plazo. Por unanimidad, el Consejo acordó recortar la TPM en 75 puntos base y señaló que se evaluará la magnitud de nuevos recortes en función de la evolución del crédito y de la demanda interna.",Un Consejero argumentó que la astringencia financiera y la estrictez de las condiciones de otorgamiento de crédito han transmitido un impulso contractivo mayor al previsto en el IPoM,"La unidad respalda recortar la TPM en 75 puntos base ante el impacto contractivo del crédito y las condiciones financieras, lo que constituye expansión monetaria explícita (Dovish).",cf095d0bcace8137,pendiente,no
SYNTH_00019,2021-06-22,dovish,Resistencia o rechazo a subir la TPM para proteger la incipiente recuperación económica y el empleo,"El Consejo evaluó la conveniencia de iniciar el retiro del estímulo monetario ante las señales de recuperación de la actividad. Un Consejero argumentó que la recuperación de la economía aún es incipiente y que el mercado laboral continúa mostrando una debilidad significativa, con tasas de desocupación elevadas y una alta proporción de empleo informal, por lo que subir la tasa de instancia en este momento podría abortar la reactivación y postergar la convergencia de la inflación al 3% en dos años plazo. Todos los Consejeros coincidieron en que la prioridad es sostener la recuperación y el empleo, manteniendo una orientación monetaria expansiva mientras persista la holgura de capacidad. Por mayoría, el Consejo acordó mantener la TPM en su nivel mínimo y reafirmó que el retiro del estímulo será gradual y condicionado a la consolidación de la recuperación.","Un Consejero argumentó que la recuperación de la economía aún es incipiente y que el mercado laboral continúa mostrando una debilidad significativa, con tasas de desocupación elevadas y una alta proporción de empleo informal","La unidad rechaza subir la TPM para no abortar la reactivación y el empleo, defendiendo sustantivamente la mantención del estímulo expansivo, lo que corresponde a orientación dovish.",d789f8bc8374a73e,pendiente,no
SYNTH_00021,2021-09-14,dovish,Resistencia o rechazo a subir la TPM para proteger la incipiente recuperación económica y el empleo,"El Consejo discutió la conveniencia de comenzar a retirar el impulso monetario ante el aumento de las presiones inflacionarias. Un Consejero argumentó que la recuperación del empleo sigue siendo frágil y que un alza de la tasa de instancia en esta etapa podría interrumpir la reactivación de sectores intensivos en mano de obra, afectando especialmente a las pymes y a los trabajadores informales. Todos los Consejeros coincidieron en que la política monetaria debe preservar las condiciones que sostienen la recuperación económica, evitando un endurecimiento que podría resultar prematuro a la luz de la holgura de capacidad aún existente. Por mayoría, el Consejo acordó mantener la TPM en su nivel mínimo y postergar cualquier alza hasta que la recuperación del empleo y de la actividad se consolide de manera sostenida.",Un Consejero argumentó que la recuperación del empleo sigue siendo frágil y que un alza de la tasa de instancia en esta etapa podría interrumpir la reactivación de sectores intensivos en mano de obra,"La unidad rechaza subir la TPM para proteger la reactivación y el empleo, defendiendo sustantivamente la preservación del estímulo monetario, lo que corresponde a orientación dovish.",7fdd11d20af86d2f,pendiente,no
SYNTH_00022,2022-09-06,hawkish,Fuerte depreciación cambiaria del peso chileno y presiones de costos externos sobre bienes transables,"El Consejo analizó la fuerte depreciación del peso chileno y su traspaso a los precios internos. Un Consejero argumentó que la magnitud de la depreciación cambiaria, en un contexto de términos de intercambio deteriorados y de mayor volatilidad financiera internacional, ha generado presiones de costos externos sobre los bienes transables que se reflejan en la inflación SAE sin volátiles y amenazan el anclaje de las expectativas. Todos los Consejeros coincidieron en que este shock cambiario requiere una respuesta monetaria decidida para evitar efectos de segunda vuelta y asegurar la convergencia de la inflación al 3% en dos años plazo. Por unanimidad, el Consejo acordó aumentar la tasa de instancia en 100 puntos base y señaló que nuevos aumentos serán necesarios mientras persistan las presiones cambiarias sobre los precios.","Un Consejero argumentó que la magnitud de la depreciación cambiaria, en un contexto de términos de intercambio deteriorados y de mayor volatilidad financiera internacional, ha generado presiones de costos externos sobre los bienes transables","La unidad respalda aumentar la TPM en 100 puntos base y anuncia nuevos aumentos para contrarrestar las presiones inflacionarias del shock cambiario, lo que constituye endurecimiento monetario explícito (Hawkish).",dabc00551ab4bc46,pendiente,no
SYNTH_00023,2025-01-28,dovish,Aceleración del ciclo de recortes de la TPM (bajas de 75 o 100 pb) para evitar contracción excesiva del crédito,"El Consejo evaluó la evolución del crédito y de las condiciones financieras. Un Consejero argumentó que la contracción del financiamiento bancario y el endurecimiento de los estándares de otorgamiento podrían amplificar la debilidad de la inversión y del consumo, tornando la política monetaria innecesariamente contractiva. Todos los Consejeros coincidieron en que, con la inflación convergiendo a la meta y las expectativas ancladas, existe espacio para acelerar el ciclo de recortes de la tasa de instancia sin comprometer la convergencia de la inflación al 3% en dos años plazo. Por mayoría, el Consejo acordó reducir la TPM en 100 puntos base y señaló que el ritmo de nuevos recortes será evaluado reunión a reunión, manteniendo un sesgo a la baja mientras el escenario central del IPoM se materialice.","Por mayoría, el Consejo acordó reducir la TPM en 100 puntos base y señaló que el ritmo de nuevos recortes será evaluado reunión a reunión, manteniendo un sesgo a la baja","La unidad respalda acelerar el ciclo de recortes con bajas de 100 puntos base para evitar una contracción excesiva del crédito y mantiene un sesgo a la baja, lo que constituye expansión monetaria explícita (Dovish).",251e29ec19de50b5,pendiente,no
SYNTH_00024,2024-10-15,neutral,Mantención condicionada de la tasa observando la evolución de las condiciones financieras externas y la Fed,"El Consejo evaluó la conveniencia de mantener la TPM en su nivel vigente a la espera de nueva información sobre el escenario externo. Un Consejero argumentó que la trayectoria de la política monetaria de la Fed y la evolución de las condiciones financieras internacionales introducen un grado de incertidumbre que aconseja cautela antes de adoptar nuevos ajustes en la tasa de instancia. Todos los Consejeros coincidieron en que la inflación ha evolucionado en línea con lo proyectado en el IPoM y que las expectativas se mantienen ancladas, de modo que no se justifica por ahora un cambio de orientación. Por unanimidad, el Consejo acordó mantener la TPM en su nivel actual y señaló que las próximas decisiones dependerán de la evolución de las condiciones financieras externas y de los antecedentes sobre inflación y actividad.","Por unanimidad, el Consejo acordó mantener la TPM en su nivel actual y señaló que las próximas decisiones dependerán de la evolución de las condiciones financieras externas y de los antecedentes sobre inflación y actividad.","La unidad acuerda mantener la TPM condicionada a la evolución de las condiciones externas, sin adoptar un sesgo direccional identificable hacia el alza o la baja, lo que corresponde a neutralidad con acuerdo de mantención.",5b8c259a012266ed,pendiente,no
SYNTH_00025,2024-04-02,dovish,Deterioro de las condiciones del mercado laboral con aumento de la tasa de desocupación y menor empleo asalariado,"El Consejo analizó el deterioro de las condiciones del mercado laboral, evidenciado en un aumento de la tasa de desocupación y en una reducción del empleo asalariado formal. Un Consejero argumentó que este debilitamiento del mercado laboral refleja una holgura de capacidad creciente que moderará las presiones de costos salariales y facilitará la convergencia de la inflación al 3% en dos años plazo. Todos los Consejeros coincidieron en que la menor presión salarial otorga espacio para continuar reduciendo la tasa de instancia sin comprometer el anclaje de las expectativas inflacionarias. Por mayoría, el Consejo acordó recortar la TPM en 75 puntos base y señaló que el ritmo de nuevos recortes dependerá de la evolución del empleo y de la actividad, manteniendo un sesgo a la baja.",Un Consejero argumentó que este debilitamiento del mercado laboral refleja una holgura de capacidad creciente que moderará las presiones de costos salariales y facilitará la convergencia de la inflación al 3% en dos años plazo.,"La unidad respalda recortar la TPM en 75 puntos base ante el deterioro del mercado laboral y mantiene un sesgo a la baja, lo que constituye expansión monetaria explícita (Dovish).",0e0d6eb11b633d2b,pendiente,no
SYNTH_00026,2024-06-18,neutral,Evaluación de que la postura monetaria actual es la adecuada para garantizar el cumplimiento de la meta de 3%,"El Consejo evaluó que la postura monetaria actual es la adecuada para garantizar el cumplimiento de la meta de 3% en el horizonte de dos años plazo. Un Consejero argumentó que la TPM en su nivel vigente es consistente con las proyecciones del escenario central del IPoM y que no se requieren ajustes adicionales en el corto plazo. Todos los Consejeros coincidieron en que la inflación ha evolucionado conforme a lo previsto, que las expectativas se mantienen ancladas y que los riesgos al alza y a la baja se encuentran balanceados. Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual y reiteró que las próximas decisiones se adoptarán en función de la evolución de los antecedentes, sin un sesgo preestablecido.","Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual y reiteró que las próximas decisiones se adoptarán en función de la evolución de los antecedentes, sin un sesgo preestablecido.","La unidad considera adecuada la postura monetaria actual y acuerda mantener la TPM sin un sesgo direccional identificable hacia el alza o la baja, lo que corresponde a neutralidad con acuerdo de mantención.",b788f2eccf5d07e1,pendiente,no
SYNTH_00027,2023-09-05,dovish,Apertura y profundización de la brecha de actividad negativa con contracción del comercio y construcción,"El Consejo constató que la brecha de actividad se ha tornado más negativa de lo previsto en el IPoM, con una contracción significativa del comercio y de la construcción. Un Consejero argumentó que este mayor grado de holgura de capacidad reducirá las presiones inflacionarias y permitirá una convergencia más rápida de la inflación al 3% en dos años plazo. Todos los Consejeros coincidieron en que la profundización de la brecha negativa otorga espacio para continuar reduciendo la tasa de instancia sin comprometer el anclaje de las expectativas. Por mayoría, el Consejo acordó recortar la TPM en 75 puntos base y señaló que se evaluará la magnitud de nuevos recortes en función de la evolución de la actividad y del mercado laboral, manteniendo un sesgo a la baja.",Un Consejero argumentó que este mayor grado de holgura de capacidad reducirá las presiones inflacionarias y permitirá una convergencia más rápida de la inflación al 3% en dos años plazo.,"La unidad respalda recortar la TPM en 75 puntos base ante la profundización de la brecha de actividad negativa y mantiene un sesgo a la baja, lo que constituye expansión monetaria explícita (Dovish).",cccd7b146ddf3630,pendiente,no
SYNTH_00029,2024-05-20,neutral,"Menú de opciones abierto donde el Consejo analiza mantener o recortar la tasa, postergando definición al IPC","El Consejo analizó las alternativas de mantener la TPM en su nivel vigente o recortarla en 50 puntos base. Un Consejero argumentó que la información disponible sobre inflación SAE sin volátiles y actividad es aún insuficiente para inclinar la balanza en uno u otro sentido, y que el dato de IPC correspondiente al mes en curso será determinante para la decisión. Todos los Consejeros coincidieron en que ambas opciones son compatibles con el escenario central del IPoM y que la convergencia de la inflación al 3% en dos años plazo no se vería comprometida por ninguna de ellas. El Consejo acordó postergar la definición y mantener la TPM en su nivel actual mientras se aguarda el próximo dato de inflación, sin adoptar un sesgo preestablecido.","El Consejo acordó postergar la definición y mantener la TPM en su nivel actual mientras se aguarda el próximo dato de inflación, sin adoptar un sesgo preestablecido.","La unidad presenta un menú de opciones sin tomar partido y acuerda mantener la TPM postergando la definición, sin un sesgo direccional identificable, lo que corresponde a neutralidad.",cc1387a6eed51cb9,pendiente,no
