intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2005-08-11:366:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"el Consejo del Banco Central acordó aumentar la tasa de interés de política monetaria en 25 puntos base, hasta 3,75% anual",Compatible con hawkish: R1/R6. Acuerdo institucional actual de alza de 25 pb y continuidad del retiro de estímulo.. No depende solo del menú o fase.,f6c1c42ba92d064c120744afb1c8b3810abd8ef7c5f83f1a4ec2be54a7f102ed,1645
RPM-2012-05-17:4811:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"Australia, Brasil, China e India han dado mayor impulso monetario a sus economías",Compatible con N: R3/R5. Análisis internacional extenso con recortes y medidas de varios bancos extranjeros. No formula una recomendación monetaria para Chile; no trasladar la dirección de esas medidas.. La unidad no adopta una dirección monetaria propia.,35fb743622c07f397ccbf47e65d60a1431aebb16f42b6b9d3d9cd183c4031467,9005
RPM-2007-01-11:1056:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Vittorio Corbo Lioi,dovish,1,dovish,1,dovish,1,compatible,alta,el Presidente señor Vittorio Corbo también vota por reducir la tasa de política monetaria en 25 puntos base,Compatible con dovish: R1. Vota por recorte doméstico de 25 pb. La descripción de riesgos balanceados no anula la opción elegida.. No depende solo del menú o fase.,8db1323b1c58c3547e6020878f92420199c41fdcb38780a3e588d98efde8cc15,2916
RPM-2010-09-16:3423:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Pablo García Silva,hawkish,1,hawkish,1,hawkish,1,compatible,alta,las opciones más plausibles para esta ocasión sean un incremento de 25 o de 50 puntos base,"Compatible con hawkish: R5/R7. Evalúa para la reunión dos alternativas que comparten dirección de alza y argumenta continuidad de la estrategia ascendente. La duda es de magnitud/táctica, no entre signos monetarios opuestos.. No depende solo del menú o fase.",26428b83ea7fd984fbfbff9f6b7a6fa5fab10f751856c184323e2c355e271352,6607
RPM-2009-07-09:2640:2,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,"recordando que en la última Reunión de Política Monetaria el Consejo acordó reducir la tasa de interés de política monetaria hasta 0,75% anual","Compatible con N: R5. Recapitulación de decisión y anuncio anteriores, sin evaluación o propuesta adicional dentro de esta intervención. No heredar automáticamente D de la cita histórica.. La unidad no adopta una dirección monetaria propia.",f5ba6b2f472ee0af2069b6a416f218ee662d9e4c45f23e9df395d9e91bd12109,377
RPM-2007-06-14:1284:2,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Igal Magendzo Weinberger,neutral,1,neutral,1,neutral,1,compatible,alta,las expectativas de mercado anticipan un aumento de entre 50 y 75 puntos base de la Tasa de Política Monetaria para fines de año,"Compatible con N: R2/R5. Informa actividad, inflación y trayectoria esperada por el mercado/encuestas, sin recomendar o hacer propia una opción. No confundir previsión ajena con postura del expositor.. La unidad no adopta una dirección monetaria propia.",fccf338eddafdb84d6e87f1d1a6364728db1e69f4c449887fc2c35090e47f55a,3319
RPM-2005-10-11:446:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,María Elena Ovalle Molina,hawkish,1,hawkish,1,hawkish,1,compatible,alta,considera que un alza de 25 puntos base en la tasa de Política Monetaria es consistente con el rango meta en el horizonte habitual de política y por ello vota en tal sentido,Compatible con hawkish: R1. Respalda subir 25 pb. Rechazar acelerar el ritmo de normalización no convierte el voto en D.. No depende solo del menú o fase.,92d5fbfd624efc8cd77dfd6675331e9346b3788d5ec9672c638dff9e7214a905,3694
RPM-2010-06-15:3205:2,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"El Consejo aprobó, por la unanimidad de sus miembros, aumentar la tasa de interés de política monetaria en 50 puntos base, hasta 1,00% anual",Compatible con hawkish: R1/R6. Acuerdo actual de alza de 50 pb e inicio del retiro del estímulo. La incertidumbre externa no altera la dirección respaldada.. No depende solo del menú o fase.,74e26141f7dd978e47d2c3af1d3a166064a926bd78de4280a1f7375fc679e77f,1685
RPM-2015-12-17:7177:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Diego Gianelli Gómez,neutral,1,neutral,1,neutral,1,compatible,alta,estas expectativas son recogidas por Bloomberg y un conjunto de bancos de inversión a los que se realiza un seguimiento más detallado,"Compatible con N: R3/R5. Resume expectativas de tasas, incluidas las chilenas, atribuidas a terceros. No expresa una recomendación propia para la TPM.. La unidad no adopta una dirección monetaria propia.",43241c572f89da50bbd68630022d0c54841ae2d717eb89735b8465db5c4e2e7f,2152
RPM-2009-06-16:2598:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Enrique Marshall Rivera,dovish,1,dovish,1,dovish,1,compatible,alta,"el Consejero señor Enrique Marshall vota por bajar la Tasa de Política Monetaria en 50 puntos base, para dejarla en 0,75% anual",Compatible con dovish: R1. Prefiere recorte de 50 pb y mantener por tiempo prolongado un nivel bajo. Que quiera concluir pronto el proceso de recortes no revierte la baja actual.. No depende solo del menú o fase.,f8b261304dd773f0afb1021c9758b73d236326f2242bfc3c63b240fc945fcd3c,8652
RPM-2007-08-09:1389:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Klaus Schmidt-Hebbel Dunker,hawkish,1,hawkish,1,hawkish,1,compatible,alta,recomienda subir la Tasa de Política Monetaria en 25 puntos base,Compatible con hawkish: R5/R1. Recomendación final explícita de alza; distingue riesgos de oferta y demanda. No se etiqueta por la palabra deflación ni por el escenario condicional de alzas de 50/75 pb.. No depende solo del menú o fase.,371c60e7f9fb9fff7cdd1683cd0a9876d2a6f2d1b6bddd3a90986e0caa216cfb,8554
RPM-2008-02-07:1673:2,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Kevin Cowan Logan,hawkish,1,hawkish,1,hawkish,1,compatible,alta,mantener la Tasa de Política Monetaria en su nivel actual con un sesgo al alza en el comunicado,Compatible con hawkish: R5/R7. Mantiene hoy pero propone un sesgo al alza por expectativas inflacionarias altas. No trasladar a Chile las rebajas de la Fed/Banco de Inglaterra citadas.. No depende solo del menú o fase.,a2e0e634795dfbd11171150a60b8aca0f961bb0a99333be691a24b5dfa5c5ac2,2079
RPM-2007-03-15:1159:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Esteban Jadresic Marinovic,dovish,1,dovish,1,dovish,1,compatible,alta,recomienda bajar la Tasa de Política Monetaria en 25 puntos base para acercarla a ese escenario central del IPoM,Compatible con dovish: R5/R1. Concluye con una recomendación de baja de 25 pb. Mantener sesgo neutral para movimientos futuros no anula el recorte recomendado.. No depende solo del menú o fase.,476fca12291f9a6c2615e2b357174d00b846d1d2b0afc71833414540512540f3,3619
RPM-2015-11-12:7151:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Joaquín Vial Ruiz-Tagle,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"su voto es por mantener la TPM en 3,25% en esta Reunión y un sesgo al alza en el Comunicado",Compatible con hawkish: R1/R7. Respalda la trayectoria de retiro de estímulo y sesgo al alza; pospone la oportunidad del movimiento por razones tácticas.. No depende solo del menú o fase.,ad47725bb67b4bebda2f10cf582f66f6f28fb42b4662aca7eb1e3e6696ef8eff,3132
RPM-2006-04-13:654:2,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,el Consejo del Banco Central de Chile acordó aumentar la tasa de interés de política monetaria en 25 puntos base hasta 5% anual,"Compatible con hawkish: R1/R6. Acuerdo actual de alza explícita, acompañado por continuidad de ajustes pausados. No se infiere la dirección solo de normalización.. No depende solo del menú o fase.",76e4463a712c47da627fd73fd304511e98aa8e0f3f569fb48ee8c48c70d57003,2090
RPM-2012-09-13:5082:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Luis Óscar Herrera Barriga,dovish,1,dovish,1,dovish,1,compatible,media,"la alternativa de aumentar la TPM se descarta en esta oportunidad, tomando en cuenta la evolución esperada del escenario externo y su eventual impacto sobre la economía chilena y la inflación","Compatible con dovish: R4/R5. Defiende no aumentar ante inflación baja y riesgos externos, aunque también enumera presiones internas. D como oposición explícita al endurecimiento, sin baja o sesgo expansivo explícitos; confianza media, reservar.. No depende solo del menú o fase.",6836f4f30951641a646f8e0b8b564be1a31e4abf12e5a86f6283bf1d8ffbfec1,4040
RPM-2011-09-15:4325:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Rodrigo Vergara Montes,neutral,1,neutral,1,neutral,1,compatible,alta,"con la información disponible, no se ve un sesgo en una u otra dirección",Compatible con N: R4/R9. Rechaza tanto subir como bajar ahora y afirma expresamente ausencia de sesgo. No convertir el predominio creciente de riesgos externos en D si el propio actor no modifica su orientación neutral.. La unidad no adopta una dirección monetaria propia.,36d2d274936a2200631ebd3c085122e21176b7fd8d7cc397bd3408a74b0735fb,4210
RPM-2005-09-08:400:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"el Consejo del Banco Central acordó aumentar la Tasa de Interés de Política Monetaria en 25 puntos base, hasta 4% anual",Compatible con hawkish: R1/R6. Decisión institucional actual de alza de 25 pb y retiro de estímulo; se distingue de descripción histórica por tratarse del acuerdo de esta reunión.. No depende solo del menú o fase.,44d21eab379726fbe02446ae84ba46146832a02d490833782dfc3420a73de2fa,1999
RPM-2012-02-14:4575:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Miguel Ricaurte Bermúdez,neutral,1,neutral,1,neutral,1,compatible,alta,"se observaron expansiones en las economías emergentes en particular, como en Brasil, Israel, Tailandia e Indonesia","Compatible con N: R3/R5. Presentación internacional de tasas, compras de bonos y liquidez. No recomienda una dirección monetaria doméstica.. La unidad no adopta una dirección monetaria propia.",f6777824cf979ef513ccf348971e51ed2158b84e2ca52ae80a7d4b8d79aa7b11,4585
RPM-2007-09-13:1462:1,data/auditoria/ampliacion_hd_60_v1/anotacion_ia_v1/tanda_02/anotaciones_ia.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,baja,"le parece crucial que la percepción de mayores riesgos se comunique en un cambio del sesgo, de un sesgo al alza a un sesgo neutral","Compatible con N: R9. Da por hecho un alza por coherencia institucional, pero su recomendación propia se centra en quitar el sesgo al alza. Ambigüedad entre aceptación de la decisión y señal futura; no asumir que expectativa equivale a respaldo ni forzar D por menor endurecimiento. Duda excluida.. La unidad no adopta una dirección monetaria propia.",2d875b17cead80eaa10a399bd2d1355849c7fbec3474e2054522823ce0a582b6,3740
